"A","B","SOA","acc","accuracy","allow_1","allow_2","average_response_time","avg_rt","background","bidi","block","block_id","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_bienvenido","correct_inst1","correct_keyboard_response","correct_keyboard_response_1","correct_response","correct_w","correct_w_1","count_B","count_C","count_Main","count_about_this_template","count_bienvenido","count_blank","count_block_loop","count_config","count_cross","count_cross_1","count_end","count_end_1","count_end_of_experiment","count_end_of_practice","count_experiment","count_feedback","count_feedback_1","count_feedback_2","count_incorrecto","count_ins1","count_ins_2","count_inst1","count_inst2","count_inst_UR_1","count_inst_UR_def","count_inst_UR_def_1","count_instr_80","count_instr_80_1","count_instrucciones","count_instructions","count_insts_previous","count_inter","count_interbloque","count_keyboard_response","count_keyboard_response_1","count_logger","count_logger_1","count_loop_150","count_loop_80","count_loop_prc","count_loop_ur","count_loop_ur_PRC","count_new_form_multiple_choice","count_new_logger","count_new_loop","count_practice_loop","count_randomization","count_randomization_1","count_reset_feedback","count_response","count_seq_UR","count_seq_UR_1","count_target","count_target_1","count_target_1_1","count_trial_sequence","count_ur_inst_sp","count_ur_inst_sp_1","count_w","count_w_1","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_var","fullscreen","height","id","keyboard_backend","live_row","live_row_loop_prc","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","resp","response","response_bienvenido","response_end_of_experiment","response_end_of_practice","response_feedback","response_ins1","response_inst1","response_inst_UR_def_1","response_instructions","response_keyboard_response","response_keyboard_response_1","response_time","response_time_bienvenido","response_time_end_of_experiment","response_time_end_of_practice","response_time_feedback","response_time_ins1","response_time_inst1","response_time_inst_UR_def_1","response_time_instructions","response_time_keyboard_response","response_time_keyboard_response_1","response_time_w","response_time_w_1","response_w","response_w_1","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stim_left","stim_name","stim_right","stim_type","subject_nr","subject_parity","tecla_dif","tecla_igual","time_B","time_C","time_Main","time_about_this_template","time_bienvenido","time_blank","time_block_loop","time_config","time_cross","time_cross_1","time_end","time_end_1","time_end_of_experiment","time_end_of_practice","time_experiment","time_feedback","time_feedback_1","time_feedback_2","time_incorrecto","time_ins1","time_ins_2","time_inst1","time_inst2","time_inst_UR_1","time_inst_UR_def","time_inst_UR_def_1","time_instr_80","time_instr_80_1","time_instrucciones","time_instructions","time_insts_previous","time_inter","time_interbloque","time_keyboard_response","time_keyboard_response_1","time_logger","time_logger_1","time_loop_150","time_loop_80","time_loop_prc","time_loop_ur","time_loop_ur_PRC","time_new_form_multiple_choice","time_new_logger","time_new_loop","time_practice_loop","time_randomization","time_randomization_1","time_reset_feedback","time_response","time_seq_UR","time_seq_UR_1","time_target","time_target_1","time_target_1_1","time_trial_sequence","time_ur_inst_sp","time_ur_inst_sp_1","time_w","time_w_1","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"dist_round_id_25_13_9.png","dist_round_id_58_19_46.png","80","50","50","A","L","11539","11539","#c0c0c0","yes","NA","practice","xpyriment","legacy","legacy","0","uniform","1","undefined","undefined","1","NA","L","undefined","NA","NA","NA","0","NA","0","0","NA","0","1","NA","1","NA","0","NA","0","NA","0","NA","0","NA","NA","0","0","0","0","0","0","0","0","NA","NA","0","0","1","NA","0","NA","0","0","0","0","0","NA","NA","NA","NA","0","NA","NA","1","NA","NA","1","NA","NA","0","0","NA","4","NA","vie 06 oct 2017 13:28:07 CEST","A template containing a practice and an experimental phase","yes","NA","discrimination_01.osexp","/home/usuario/Dropbox/Exp/01_discrimination_ok","no","mono","no","18","no","black","no","NA","yes","1080","prc1","legacy","0","0","/home/usuario/Dropbox/Exp/01_discrimination_ok/subject-19.csv","xpyriment","Jazzy James","3.1.4b1","0","dif","l","g","NA","NA","NA","NA","l","NA","NA","l","NA","18766","26443","NA","NA","NA","NA","38081","NA","NA","18766","NA","11460","NA","space","NA","2","legacy","1024","2","48000","-16","experiment","dist_round_id_25_13_9.png","NA","dist_round_id_58_19_46.png","d","19","odd","L","A","NA","NA","77540","NA","1492","NA","NA","1487","85752","NA","NA","NA","NA","NA","1487","NA","82743","NA","82747","NA","NA","27941","66027","NA","NA","NA","NA","NA","1487","NA","NA","NA","NA","78352","NA","97165","NA","NA","NA","77540","NA","NA","NA","NA","NA","NA","77860","NA","NA","86250","NA","NA","86162","NA","NA","77860","NA","NA","66027","NA","Extended template","1","34617","3","yes","1920"
"dist_sharp_id_25_13_179.png","dist_sharp_id_58_19_174.png","80","66.6666666667","66.6666666667","A","L","9324.5","9324.5","#c0c0c0","yes","NA","practice","xpyriment","legacy","legacy","0","uniform","1","undefined","undefined","1","NA","L","undefined","NA","NA","NA","0","NA","0","0","NA","0","3","NA","2","NA","0","NA","0","NA","1","NA","1","NA","NA","0","0","0","0","0","0","0","0","NA","NA","0","0","3","NA","1","NA","0","0","0","0","0","NA","NA","NA","NA","1","NA","NA","3","NA","NA","3","NA","NA","1","0","NA","4","NA","vie 06 oct 2017 13:28:07 CEST","A template containing a practice and an experimental phase","yes","NA","discrimination_01.osexp","/home/usuario/Dropbox/Exp/01_discrimination_ok","no","mono","no","18","no","black","no","NA","yes","1080","prc2","legacy","1","1","/home/usuario/Dropbox/Exp/01_discrimination_ok/subject-19.csv","xpyriment","Jazzy James","3.1.4b1","0","dif","l","g","NA","NA","NA","NA","l","NA","NA","l","NA","2681","26443","NA","NA","NA","NA","38081","NA","NA","2681","NA","11460","NA","space","NA","2","legacy","1024","2","48000","-16","experiment","dist_sharp_id_25_13_179.png","NA","dist_sharp_id_58_19_174.png","e","19","odd","L","A","NA","NA","77540","NA","1492","NA","NA","1487","100850","NA","97309","NA","NA","NA","1487","NA","100847","NA","82747","NA","NA","27941","66027","NA","NA","NA","NA","NA","1487","NA","NA","NA","NA","98166","NA","101295","NA","NA","NA","77540","NA","NA","NA","NA","NA","NA","97674","NA","NA","98166","NA","NA","98081","NA","NA","97674","NA","NA","66027","NA","Extended template","2","37298","4","yes","1920"
"dist_round_id_59_20_29.png","dist_round_id_59_20_29.png","80","40","40","A","L","7634.33333333","7634.33333333","#c0c0c0","yes","NA","practice","xpyriment","legacy","legacy","0","uniform","0","undefined","undefined","0","NA","A","undefined","NA","NA","NA","0","NA","0","0","NA","0","5","NA","3","NA","0","NA","0","NA","2","NA","2","NA","NA","0","0","0","0","0","0","0","0","NA","NA","0","0","5","NA","2","NA","0","0","0","0","0","NA","NA","NA","NA","2","NA","NA","5","NA","NA","5","NA","NA","2","0","NA","4","NA","vie 06 oct 2017 13:28:07 CEST","A template containing a practice and an experimental phase","yes","NA","discrimination_01.osexp","/home/usuario/Dropbox/Exp/01_discrimination_ok","no","mono","no","18","no","black","no","NA","yes","1080","prc5","legacy","2","2","/home/usuario/Dropbox/Exp/01_discrimination_ok/subject-19.csv","xpyriment","Jazzy James","3.1.4b1","0","same","l","g","NA","NA","NA","NA","l","NA","NA","l","NA","6494","26443","NA","NA","NA","NA","38081","NA","NA","6494","NA","11460","NA","space","NA","2","legacy","1024","2","48000","-16","experiment","dist_round_id_59_20_29.png","NA","dist_round_id_59_20_29.png","b","19","odd","L","A","NA","NA","77540","NA","1492","NA","NA","1487","107261","NA","101398","NA","NA","NA","1487","NA","104256","NA","104258","NA","NA","27941","66027","NA","NA","NA","NA","NA","1487","NA","NA","NA","NA","102241","NA","108777","NA","NA","NA","77540","NA","NA","NA","NA","NA","NA","101751","NA","NA","107746","NA","NA","107664","NA","NA","101750","NA","NA","66027","NA","Extended template","2","45806","6","yes","1920"
"curved_id_67_7_19.png","sharp_id_67_7_19.png","80","42.8571428571","42.8571428571","A","L","6505.125","6505.125","#c0c0c0","yes","NA","practice","xpyriment","legacy","legacy","0","uniform","1","undefined","undefined","1","NA","L","undefined","NA","NA","NA","0","NA","0","0","NA","0","7","NA","4","NA","0","NA","0","NA","3","NA","3","NA","NA","0","0","0","0","0","0","0","0","NA","NA","0","0","7","NA","3","NA","0","0","0","0","0","NA","NA","NA","NA","3","NA","NA","7","NA","NA","7","NA","NA","3","0","NA","4","NA","vie 06 oct 2017 13:28:07 CEST","A template containing a practice and an experimental phase","yes","NA","discrimination_01.osexp","/home/usuario/Dropbox/Exp/01_discrimination_ok","no","mono","no","18","no","black","no","NA","yes","1080","prc4","legacy","3","3","/home/usuario/Dropbox/Exp/01_discrimination_ok/subject-19.csv","xpyriment","Jazzy James","3.1.4b1","0","dif","l","g","NA","NA","NA","NA","l","NA","NA","l","NA","5361","26443","NA","NA","NA","NA","38081","NA","NA","5361","NA","11460","NA","space","NA","2","legacy","1024","2","48000","-16","experiment","curved_id_67_7_19.png","NA","sharp_id_67_7_19.png","a","19","odd","L","A","NA","NA","77540","NA","1492","NA","NA","1487","113565","NA","108844","NA","NA","NA","1487","NA","110559","NA","110562","NA","NA","27941","66027","NA","NA","NA","NA","NA","1487","NA","NA","NA","NA","109685","NA","115088","NA","NA","NA","77540","NA","NA","NA","NA","NA","NA","109196","NA","NA","114053","NA","NA","113970","NA","NA","109196","NA","NA","66027","NA","Extended template","3","52041","8","yes","1920"
"dist_sharp_id_8_9_164.png","dist_sharp_id_8_9_164.png","80","50","50","A","L","5933.11111111","5933.11111111","#c0c0c0","yes","NA","practice","xpyriment","legacy","legacy","0","uniform","1","undefined","undefined","1","NA","A","undefined","NA","NA","NA","0","NA","0","0","NA","0","9","NA","5","NA","0","NA","0","NA","4","NA","4","NA","NA","0","0","0","0","0","0","0","0","NA","NA","0","0","9","NA","4","NA","0","0","0","0","0","NA","NA","NA","NA","4","NA","NA","9","NA","NA","9","NA","NA","4","0","NA","4","NA","vie 06 oct 2017 13:28:07 CEST","A template containing a practice and an experimental phase","yes","NA","discrimination_01.osexp","/home/usuario/Dropbox/Exp/01_discrimination_ok","no","mono","no","18","no","black","no","NA","yes","1080","prc7","legacy","4","4","/home/usuario/Dropbox/Exp/01_discrimination_ok/subject-19.csv","xpyriment","Jazzy James","3.1.4b1","0","same","a","g","NA","NA","NA","NA","l","NA","NA","a","NA","1357","26443","NA","NA","NA","NA","38081","NA","NA","1357","NA","11460","NA","space","NA","2","legacy","1024","2","48000","-16","experiment","dist_sharp_id_8_9_164.png","NA","dist_sharp_id_8_9_164.png","c","19","odd","L","A","NA","NA","77540","NA","1492","NA","NA","1487","117386","NA","115181","NA","NA","NA","1487","NA","117383","NA","110562","NA","NA","27941","66027","NA","NA","NA","NA","NA","1487","NA","NA","NA","NA","116026","NA","117830","NA","NA","NA","77540","NA","NA","NA","NA","NA","NA","115535","NA","NA","116026","NA","NA","115941","NA","NA","115535","NA","NA","66027","NA","Extended template","4","53398","9","yes","1920"
"dist_sharp_id_9_10_42.png","dist_sharp_id_9_10_42.png","80","55.5555555556","55.5555555556","A","L","5429.2","5429.2","#c0c0c0","yes","NA","practice","xpyriment","legacy","legacy","0","uniform","1","undefined","undefined","1","NA","A","undefined","NA","NA","NA","0","NA","0","0","NA","0","11","NA","6","NA","0","NA","0","NA","5","NA","5","NA","NA","0","0","0","0","0","0","0","0","NA","NA","0","0","11","NA","5","NA","0","0","0","0","0","NA","NA","NA","NA","5","NA","NA","11","NA","NA","11","NA","NA","5","0","NA","4","NA","vie 06 oct 2017 13:28:07 CEST","A template containing a practice and an experimental phase","yes","NA","discrimination_01.osexp","/home/usuario/Dropbox/Exp/01_discrimination_ok","no","mono","no","18","no","black","no","NA","yes","1080","prc8","legacy","5","5","/home/usuario/Dropbox/Exp/01_discrimination_ok/subject-19.csv","xpyriment","Jazzy James","3.1.4b1","0","same","a","g","NA","NA","NA","NA","l","NA","NA","a","NA","894","26443","NA","NA","NA","NA","38081","NA","NA","894","NA","11460","NA","space","NA","2","legacy","1024","2","48000","-16","experiment","dist_sharp_id_9_10_42.png","NA","dist_sharp_id_9_10_42.png","c","19","odd","L","A","NA","NA","77540","NA","1492","NA","NA","1487","119626","NA","117894","NA","NA","NA","1487","NA","119623","NA","110562","NA","NA","27941","66027","NA","NA","NA","NA","NA","1487","NA","NA","NA","NA","118728","NA","120067","NA","NA","NA","77540","NA","NA","NA","NA","NA","NA","118240","NA","NA","118727","NA","NA","118645","NA","NA","118240","NA","NA","66027","NA","Extended template","5","54292","10","yes","1920"
"curved_id_66_7_46.png","sharp_id_66_7_46.png","80","54.5454545455","54.5454545455","A","L","5052.16666667","5052.16666667","#c0c0c0","yes","NA","practice","xpyriment","legacy","legacy","0","uniform","1","undefined","undefined","1","NA","L","undefined","NA","NA","NA","0","NA","0","0","NA","0","13","NA","7","NA","0","NA","0","NA","6","NA","6","NA","NA","0","0","0","0","0","0","0","0","NA","NA","0","0","13","NA","6","NA","0","0","0","0","0","NA","NA","NA","NA","6","NA","NA","13","NA","NA","13","NA","NA","6","0","NA","4","NA","vie 06 oct 2017 13:28:07 CEST","A template containing a practice and an experimental phase","yes","NA","discrimination_01.osexp","/home/usuario/Dropbox/Exp/01_discrimination_ok","no","mono","no","18","no","black","no","NA","yes","1080","prc3","legacy","6","6","/home/usuario/Dropbox/Exp/01_discrimination_ok/subject-19.csv","xpyriment","Jazzy James","3.1.4b1","0","dif","l","g","NA","NA","NA","NA","l","NA","NA","l","NA","5551","26443","NA","NA","NA","NA","38081","NA","NA","5551","NA","11460","NA","space","NA","2","legacy","1024","2","48000","-16","experiment","curved_id_66_7_46.png","NA","sharp_id_66_7_46.png","a","19","odd","L","A","NA","NA","77540","NA","1492","NA","NA","1487","124749","NA","120122","NA","NA","NA","1487","NA","121743","NA","121746","NA","NA","27941","66027","NA","NA","NA","NA","NA","1487","NA","NA","NA","NA","120960","NA","126553","NA","NA","NA","77540","NA","NA","NA","NA","NA","NA","120473","NA","NA","125234","NA","NA","125151","NA","NA","120473","NA","NA","66027","NA","Extended template","6","60626","12","yes","1920"
"dist_round_id_5_9_23.png","dist_round_id_5_9_23.png","80","53.8461538462","53.8461538462","A","L","4833.21428571","4833.21428571","#c0c0c0","yes","NA","practice","xpyriment","legacy","legacy","0","uniform","1","undefined","undefined","1","NA","A","undefined","NA","NA","NA","0","NA","0","0","NA","0","15","NA","8","NA","0","NA","0","NA","7","NA","7","NA","NA","0","0","0","0","0","0","0","0","NA","NA","0","0","15","NA","7","NA","0","0","0","0","0","NA","NA","NA","NA","7","NA","NA","15","NA","NA","15","NA","NA","7","0","NA","4","NA","vie 06 oct 2017 13:28:07 CEST","A template containing a practice and an experimental phase","yes","NA","discrimination_01.osexp","/home/usuario/Dropbox/Exp/01_discrimination_ok","no","mono","no","18","no","black","no","NA","yes","1080","prc6","legacy","7","7","/home/usuario/Dropbox/Exp/01_discrimination_ok/subject-19.csv","xpyriment","Jazzy James","3.1.4b1","0","same","a","g","NA","NA","NA","NA","l","NA","NA","a","NA","6251","26443","NA","NA","NA","NA","38081","NA","NA","6251","NA","11460","NA","space","NA","2","legacy","1024","2","48000","-16","experiment","dist_round_id_5_9_23.png","NA","dist_round_id_5_9_23.png","b","19","odd","L","A","NA","NA","77540","NA","1492","NA","NA","1487","131245","NA","126608","NA","NA","NA","1487","NA","128239","NA","128242","NA","NA","27941","66027","NA","NA","NA","NA","NA","1487","NA","NA","NA","NA","127451","NA","133744","NA","NA","NA","77540","NA","NA","NA","NA","NA","NA","126963","NA","NA","131730","NA","NA","131648","NA","NA","126963","NA","NA","66027","NA","Extended template","7","67665","14","yes","1920"
"sharp_id_24_5_102.png","curved_id_24_5_102.png","80","46.6666666667","46.6666666667","A","L","9020.6875","9020.6875","#c0c0c0","yes","NA","80","xpyriment","legacy","legacy","0","uniform","0","undefined","undefined","0","NA","L","0","NA","NA","NA","0","NA","0","0","NA","0","17","NA","9","NA","0","NA","0","NA","8","NA","8","NA","NA","0","0","0","0","0","0","0","0","NA","NA","0","0","17","NA","8","NA","0","0","0","0","0","NA","NA","NA","NA","8","NA","NA","17","NA","NA","17","NA","NA","8","0","NA","4","NA","vie 06 oct 2017 13:28:07 CEST","A template containing a practice and an experimental phase","yes","NA","discrimination_01.osexp","/home/usuario/Dropbox/Exp/01_discrimination_ok","no","mono","no","18","no","black","no","NA","yes","1080","36","legacy","0","7","/home/usuario/Dropbox/Exp/01_discrimination_ok/subject-19.csv","xpyriment","Jazzy James","3.1.4b1","0","dif","a","g","NA","NA","NA","NA","l","NA","NA","a","NA","1383","26443","NA","NA","NA","NA","38081","NA","NA","1383","NA","75283","NA","space","NA","2","legacy","1024","2","48000","-16","experiment","curved_id_24_5_102.png","NA","sharp_id_24_5_102.png","a","19","odd","L","A","NA","NA","77540","NA","1492","NA","NA","1487","141672","NA","133858","NA","NA","NA","1487","NA","128239","NA","128242","NA","NA","27941","66027","NA","NA","NA","133901","133904","1487","NA","NA","NA","NA","142160","NA","143543","NA","NA","141351","77540","NA","NA","NA","NA","NA","NA","141669","NA","NA","142160","NA","NA","142076","NA","NA","141669","NA","NA","66027","NA","Extended template","7","144331","16","yes","1920"
"dist_round_id_30_14_70.png","dist_round_id_30_14_70.png","80","50","50","A","L","8576.17647059","8576.17647059","#c0c0c0","yes","NA","80","xpyriment","legacy","legacy","0","uniform","1","undefined","undefined","1","NA","A","0","NA","NA","NA","0","NA","0","0","NA","0","19","NA","10","NA","0","NA","0","NA","9","NA","9","NA","NA","0","0","0","0","0","0","0","0","NA","NA","0","0","19","NA","9","NA","0","0","0","0","0","NA","NA","NA","NA","9","NA","NA","19","NA","NA","19","NA","NA","9","0","NA","4","NA","vie 06 oct 2017 13:28:07 CEST","A template containing a practice and an experimental phase","yes","NA","discrimination_01.osexp","/home/usuario/Dropbox/Exp/01_discrimination_ok","no","mono","no","18","no","black","no","NA","yes","1080","42","legacy","1","7","/home/usuario/Dropbox/Exp/01_discrimination_ok/subject-19.csv","xpyriment","Jazzy James","3.1.4b1","0","same","a","g","NA","NA","NA","NA","l","NA","NA","a","NA","1464","26443","NA","NA","NA","NA","38081","NA","NA","1464","NA","75283","NA","space","NA","2","legacy","1024","2","48000","-16","experiment","dist_round_id_30_14_70.png","NA","dist_round_id_30_14_70.png","b","19","odd","L","A","NA","NA","77540","NA","1492","NA","NA","1487","144026","NA","143665","NA","NA","NA","1487","NA","128239","NA","128242","NA","NA","27941","66027","NA","NA","NA","133901","133904","1487","NA","NA","NA","NA","144511","NA","145975","NA","NA","141351","77540","NA","NA","NA","NA","NA","NA","144024","NA","NA","144511","NA","NA","144428","NA","NA","144023","NA","NA","66027","NA","Extended template","8","145795","17","yes","1920"
