subject_nr,correct,id,stim_type,response_time,block_id,age,gender,PT
11,1,44,b,572,150,20,m,150
11,0,39,b,677,150,20,m,150
11,1,50,b,587,150,20,m,150
11,1,61,c,549,150,20,m,150
11,1,52,b,963,150,20,m,150
11,1,18,e,514,150,20,m,150
11,0,26,a,429,150,20,m,150
11,0,33,a,452,150,20,m,150
11,0,15,e,531,150,20,m,150
11,1,70,c,525,150,20,m,150
11,0,27,a,527,150,20,m,150
11,1,11,e,435,150,20,m,150
11,0,71,c,913,150,20,m,150
11,1,7,d,390,150,20,m,150
11,1,53,b,666,150,20,m,150
11,1,4,d,380,150,20,m,150
11,0,22,a,533,150,20,m,150
11,1,40,b,520,150,20,m,150
11,1,16,e,368,150,20,m,150
11,1,8,d,481,150,20,m,150
11,1,41,b,480,150,20,m,150
11,1,59,c,778,150,20,m,150
11,0,19,a,497,150,20,m,150
11,1,47,b,435,150,20,m,150
11,1,29,a,471,150,20,m,150
11,1,10,e,467,150,20,m,150
11,1,54,b,879,150,20,m,150
11,1,3,d,422,150,20,m,150
11,0,28,a,511,150,20,m,150
11,1,51,b,762,150,20,m,150
11,1,20,a,362,150,20,m,150
11,1,32,a,782,150,20,m,150
11,1,65,c,1795,150,20,m,150
11,1,38,b,928,150,20,m,150
11,0,64,c,612,150,20,m,150
11,0,69,c,1208,150,20,m,150
11,1,12,e,421,150,20,m,150
11,1,prc7,c,1888,urprc,20,m,ur
11,1,prc3,a,7847,urprc,20,m,ur
11,1,prc8,c,2370,urprc,20,m,ur
11,1,prc4,a,2834,urprc,20,m,ur
11,1,prc1,d,1354,urprc,20,m,ur
11,1,prc2,e,1064,urprc,20,m,ur
11,1,prc5,b,1818,urprc,20,m,ur
11,1,prc6,b,1267,urprc,20,m,ur
11,1,23,a,2330,ur,20,m,ur
11,1,25,a,1906,ur,20,m,ur
11,1,45,b,2553,ur,20,m,ur
11,1,22,a,1702,ur,20,m,ur
11,1,38,b,1773,ur,20,m,ur
11,1,51,b,2332,ur,20,m,ur
11,1,57,c,2149,ur,20,m,ur
11,1,61,c,3712,ur,20,m,ur
11,1,55,c,3117,ur,20,m,ur
11,1,13,e,901,ur,20,m,ur
11,1,63,c,1627,ur,20,m,ur
11,1,48,b,2124,ur,20,m,ur
11,1,70,c,3709,ur,20,m,ur
11,1,64,c,3846,ur,20,m,ur
11,1,30,a,3045,ur,20,m,ur
11,1,19,a,2750,ur,20,m,ur
11,1,21,a,2614,ur,20,m,ur
11,1,35,a,1299,ur,20,m,ur
11,1,59,c,2614,ur,20,m,ur
11,1,37,b,2679,ur,20,m,ur
11,1,53,b,1277,ur,20,m,ur
11,1,67,c,3347,ur,20,m,ur
11,1,9,d,1174,ur,20,m,ur
11,1,12,e,951,ur,20,m,ur
11,1,36,a,1733,ur,20,m,ur
11,1,1,d,1491,ur,20,m,ur
11,1,17,e,856,ur,20,m,ur
11,1,50,b,2260,ur,20,m,ur
11,1,33,a,2292,ur,20,m,ur
11,1,27,a,1653,ur,20,m,ur
11,1,71,c,4254,ur,20,m,ur
11,1,69,c,4308,ur,20,m,ur
11,1,66,c,3229,ur,20,m,ur
11,1,8,d,916,ur,20,m,ur
11,1,16,e,645,ur,20,m,ur
11,1,32,a,1456,ur,20,m,ur
11,1,60,c,2177,ur,20,m,ur
11,1,2,d,899,ur,20,m,ur
11,1,24,a,1390,ur,20,m,ur
11,1,58,c,3746,ur,20,m,ur
11,1,28,a,1251,ur,20,m,ur
11,1,15,e,1702,ur,20,m,ur
11,1,5,d,742,ur,20,m,ur
11,1,34,a,1446,ur,20,m,ur
11,1,54,b,2576,ur,20,m,ur
11,1,4,d,1606,ur,20,m,ur
11,1,29,a,1378,ur,20,m,ur
11,1,49,b,2387,ur,20,m,ur
11,1,72,c,3490,ur,20,m,ur
11,1,26,a,2133,ur,20,m,ur
11,1,31,a,1653,ur,20,m,ur
11,1,11,e,855,ur,20,m,ur
11,1,68,c,4336,ur,20,m,ur
11,1,44,b,2739,ur,20,m,ur
11,1,43,b,2987,ur,20,m,ur
11,1,20,a,1489,ur,20,m,ur
11,1,41,b,2317,ur,20,m,ur
11,1,46,b,2606,ur,20,m,ur
11,1,14,e,937,ur,20,m,ur
11,1,62,c,3920,ur,20,m,ur
11,1,6,d,867,ur,20,m,ur
11,1,39,b,3385,ur,20,m,ur
11,1,52,b,2095,ur,20,m,ur
11,1,18,e,962,ur,20,m,ur
11,1,47,b,3668,ur,20,m,ur
11,1,42,b,3774,ur,20,m,ur
11,1,65,c,2667,ur,20,m,ur
11,1,10,e,840,ur,20,m,ur
11,1,3,d,670,ur,20,m,ur
11,1,40,b,2759,ur,20,m,ur
11,1,56,c,3600,ur,20,m,ur
11,1,7,d,656,ur,20,m,ur
12,0,prc3,a,11084,practice,35,h,80
12,1,prc5,b,2620,practice,35,h,80
12,0,prc1,d,9663,practice,35,h,80
12,1,prc6,b,2715,practice,35,h,80
12,1,prc7,c,6071,practice,35,h,80
12,1,prc2,e,831,practice,35,h,80
12,1,prc8,c,1855,practice,35,h,80
12,0,prc4,a,5936,practice,35,h,80
12,0,17,e,303,80,35,h,80
12,1,56,c,809,80,35,h,80
12,1,13,e,903,80,35,h,80
12,1,30,a,833,80,35,h,80
12,1,72,c,722,80,35,h,80
12,1,40,b,1137,80,35,h,80
12,1,39,b,975,80,35,h,80
12,1,60,c,778,80,35,h,80
12,0,33,a,684,80,35,h,80
12,0,31,a,763,80,35,h,80
12,1,55,c,763,80,35,h,80
12,0,36,a,826,80,35,h,80
12,1,57,c,1089,80,35,h,80
12,1,65,c,971,80,35,h,80
12,0,9,d,959,80,35,h,80
12,1,6,d,742,80,35,h,80
12,1,71,c,661,80,35,h,80
12,1,51,b,1758,80,35,h,80
12,1,64,c,926,80,35,h,80
12,1,70,c,794,80,35,h,80
12,0,19,a,867,80,35,h,80
12,0,26,a,814,80,35,h,80
12,0,32,a,1217,80,35,h,80
12,0,63,c,1142,80,35,h,80
12,0,66,c,828,80,35,h,80
12,0,18,e,1160,80,35,h,80
12,1,42,b,2045,80,35,h,80
12,1,67,c,662,80,35,h,80
12,0,4,d,768,80,35,h,80
12,0,69,c,1282,80,35,h,80
12,0,3,d,663,80,35,h,80
12,0,25,a,722,80,35,h,80
12,0,29,a,866,80,35,h,80
12,1,16,e,1323,80,35,h,80
12,0,20,a,971,80,35,h,80
12,1,58,c,887,80,35,h,80
12,0,50,b,863,80,35,h,80
12,0,35,a,1216,80,35,h,80
12,1,41,b,1213,80,35,h,80
12,0,53,b,1118,80,35,h,80
12,1,44,b,833,80,35,h,80
12,1,52,b,1476,80,35,h,80
12,1,54,b,1154,80,35,h,80
12,1,61,c,857,80,35,h,80
12,1,46,b,904,80,35,h,80
12,0,8,d,1486,80,35,h,80
12,1,1,d,1059,80,35,h,80
12,1,43,b,971,80,35,h,80
12,1,15,e,1635,80,35,h,80
12,0,34,a,2298,80,35,h,80
12,0,59,c,867,80,35,h,80
12,1,27,a,790,80,35,h,80
12,1,45,b,1276,80,35,h,80
12,0,21,a,894,80,35,h,80
12,1,10,e,820,80,35,h,80
12,1,68,c,972,80,35,h,80
12,1,23,a,1371,80,35,h,80
12,1,2,d,1083,80,35,h,80
12,1,5,d,903,80,35,h,80
12,0,24,a,727,80,35,h,80
12,1,37,b,1234,80,35,h,80
12,0,28,a,1131,80,35,h,80
12,0,62,c,1165,80,35,h,80
12,1,38,b,872,80,35,h,80
12,1,14,e,682,80,35,h,80
12,1,12,e,1054,80,35,h,80
12,0,22,a,1138,80,35,h,80
12,1,48,b,930,80,35,h,80
12,0,47,b,869,80,35,h,80
12,1,7,d,869,80,35,h,80
12,1,11,e,654,80,35,h,80
12,0,49,b,2229,80,35,h,80
12,0,34,a,815,150,35,h,150
12,1,63,c,592,150,35,h,150
12,1,38,b,592,150,35,h,150
12,0,29,a,555,150,35,h,150
12,1,5,d,584,150,35,h,150
12,1,65,c,554,150,35,h,150
12,0,25,a,599,150,35,h,150
12,1,62,c,796,150,35,h,150
12,1,69,c,555,150,35,h,150
12,1,17,e,501,150,35,h,150
12,1,16,e,457,150,35,h,150
12,1,56,c,515,150,35,h,150
12,1,53,b,582,150,35,h,150
12,1,49,b,469,150,35,h,150
12,1,55,c,392,150,35,h,150
12,0,19,a,360,150,35,h,150
12,1,67,c,309,150,35,h,150
12,1,61,c,343,150,35,h,150
12,1,2,d,515,150,35,h,150
12,1,41,b,411,150,35,h,150
12,1,43,b,392,150,35,h,150
12,1,40,b,405,150,35,h,150
12,1,13,e,729,150,35,h,150
12,1,7,d,562,150,35,h,150
12,0,4,d,541,150,35,h,150
12,1,9,d,958,150,35,h,150
12,0,22,a,526,150,35,h,150
12,0,32,a,1044,150,35,h,150
12,1,6,d,665,150,35,h,150
12,1,50,b,697,150,35,h,150
12,1,59,c,1086,150,35,h,150
12,1,47,b,581,150,35,h,150
12,1,18,e,503,150,35,h,150
12,1,10,e,575,150,35,h,150
12,1,48,b,622,150,35,h,150
12,0,35,a,893,150,35,h,150
12,1,52,b,1324,150,35,h,150
12,1,44,b,747,150,35,h,150
12,1,51,b,646,150,35,h,150
12,1,1,d,546,150,35,h,150
12,0,21,a,935,150,35,h,150
12,1,58,c,610,150,35,h,150
12,1,71,c,469,150,35,h,150
12,0,23,a,457,150,35,h,150
12,0,20,a,437,150,35,h,150
12,0,24,a,394,150,35,h,150
12,0,30,a,403,150,35,h,150
12,0,15,e,468,150,35,h,150
12,1,66,c,412,150,35,h,150
12,1,54,b,371,150,35,h,150
12,1,46,b,349,150,35,h,150
12,0,12,e,379,150,35,h,150
12,1,37,b,386,150,35,h,150
12,0,8,d,353,150,35,h,150
12,1,3,d,445,150,35,h,150
12,1,11,e,563,150,35,h,150
12,1,39,b,500,150,35,h,150
12,1,68,c,462,150,35,h,150
12,1,42,b,524,150,35,h,150
12,0,36,a,619,150,35,h,150
12,1,57,c,451,150,35,h,150
12,1,72,c,384,150,35,h,150
12,0,33,a,567,150,35,h,150
12,1,64,c,458,150,35,h,150
12,0,14,e,460,150,35,h,150
12,1,45,b,432,150,35,h,150
12,1,60,c,429,150,35,h,150
12,1,70,c,467,150,35,h,150
12,0,31,a,381,150,35,h,150
12,0,26,a,428,150,35,h,150
12,0,28,a,344,150,35,h,150
12,0,27,a,358,150,35,h,150
12,1,prc7,c,3138,urprc,35,h,ur
12,1,prc5,b,2176,urprc,35,h,ur
12,1,prc2,e,1135,urprc,35,h,ur
12,1,prc4,a,1953,urprc,35,h,ur
12,1,prc6,b,1464,urprc,35,h,ur
12,1,prc8,c,1406,urprc,35,h,ur
12,1,prc3,a,1037,urprc,35,h,ur
12,1,prc1,d,1702,urprc,35,h,ur
12,1,26,a,1319,ur,35,h,ur
12,1,24,a,761,ur,35,h,ur
12,1,70,c,4618,ur,35,h,ur
12,1,51,b,1183,ur,35,h,ur
12,1,17,e,829,ur,35,h,ur
12,1,12,e,828,ur,35,h,ur
12,1,46,b,1120,ur,35,h,ur
12,1,38,b,1100,ur,35,h,ur
12,1,6,d,1192,ur,35,h,ur
12,1,31,a,1309,ur,35,h,ur
12,1,60,c,1011,ur,35,h,ur
12,1,34,a,2404,ur,35,h,ur
12,1,22,a,940,ur,35,h,ur
12,1,2,d,1165,ur,35,h,ur
12,1,4,d,907,ur,35,h,ur
12,1,56,c,1316,ur,35,h,ur
12,1,9,d,1982,ur,35,h,ur
12,1,25,a,1979,ur,35,h,ur
12,1,21,a,734,ur,35,h,ur
12,1,27,a,1084,ur,35,h,ur
12,1,10,e,1236,ur,35,h,ur
12,1,11,e,722,ur,35,h,ur
12,1,43,b,1373,ur,35,h,ur
12,1,28,a,1064,ur,35,h,ur
12,0,52,b,1628,ur,35,h,ur
12,0,64,c,2134,ur,35,h,ur
12,1,29,a,1005,ur,35,h,ur
12,1,23,a,1561,ur,35,h,ur
12,1,1,d,1231,ur,35,h,ur
12,1,57,c,1451,ur,35,h,ur
12,1,18,e,1454,ur,35,h,ur
12,1,32,a,1176,ur,35,h,ur
12,1,19,a,1097,ur,35,h,ur
12,1,58,c,1599,ur,35,h,ur
12,1,15,e,963,ur,35,h,ur
12,1,30,a,1975,ur,35,h,ur
12,1,39,b,1851,ur,35,h,ur
12,1,45,b,2062,ur,35,h,ur
12,1,33,a,1225,ur,35,h,ur
12,1,16,e,962,ur,35,h,ur
12,1,72,c,1310,ur,35,h,ur
12,1,5,d,939,ur,35,h,ur
12,1,36,a,1143,ur,35,h,ur
12,1,61,c,1158,ur,35,h,ur
12,1,14,e,1176,ur,35,h,ur
12,1,66,c,1336,ur,35,h,ur
12,1,49,b,1216,ur,35,h,ur
12,1,48,b,741,ur,35,h,ur
12,1,37,b,809,ur,35,h,ur
12,1,67,c,1352,ur,35,h,ur
12,1,7,d,1021,ur,35,h,ur
12,1,53,b,1196,ur,35,h,ur
12,1,59,c,1013,ur,35,h,ur
12,1,62,c,1241,ur,35,h,ur
12,1,40,b,891,ur,35,h,ur
12,1,50,b,701,ur,35,h,ur
12,1,42,b,730,ur,35,h,ur
12,1,47,b,725,ur,35,h,ur
12,1,63,c,928,ur,35,h,ur
12,1,20,a,1413,ur,35,h,ur
12,1,54,b,1066,ur,35,h,ur
12,1,69,c,1340,ur,35,h,ur
12,1,71,c,777,ur,35,h,ur
12,1,68,c,811,ur,35,h,ur
12,1,35,a,727,ur,35,h,ur
12,0,65,c,2015,ur,35,h,ur
12,1,41,b,2032,ur,35,h,ur
12,1,8,d,1173,ur,35,h,ur
12,1,3,d,1203,ur,35,h,ur
12,1,44,b,1523,ur,35,h,ur
12,0,55,c,1823,ur,35,h,ur
12,1,13,e,2765,ur,35,h,ur
13,1,prc7,c,11579,practice,32,m,80
13,1,prc4,a,20174,practice,32,m,80
13,0,prc2,e,12636,practice,32,m,80
13,1,prc5,b,2099,practice,32,m,80
13,1,prc6,b,2019,practice,32,m,80
13,0,prc3,a,5479,practice,32,m,80
13,1,prc8,c,1153,practice,32,m,80
13,0,prc1,d,7606,practice,32,m,80
13,1,42,b,935,80,32,m,80
13,1,40,b,1213,80,32,m,80
13,1,20,a,1074,80,32,m,80
13,0,39,b,1061,80,32,m,80
13,1,57,c,1078,80,32,m,80
13,1,64,c,5240,80,32,m,80
13,1,46,b,835,80,32,m,80
13,1,15,e,1330,80,32,m,80
13,1,38,b,1856,80,32,m,80
13,0,19,a,3235,80,32,m,80
13,1,59,c,897,80,32,m,80
13,1,50,b,1079,80,32,m,80
