subject_nr,correct,id,stim_type,response_time,block_id,age,gender,PT
13,1,48,b,4463,80,32,m,80
13,1,26,a,1764,80,32,m,80
13,1,47,b,1355,80,32,m,80
13,1,1,d,1875,80,32,m,80
13,0,58,c,908,80,32,m,80
13,1,6,d,805,80,32,m,80
13,1,16,e,620,80,32,m,80
13,0,51,b,739,80,32,m,80
13,0,44,b,5282,80,32,m,80
13,0,56,c,664,80,32,m,80
13,1,34,a,586,80,32,m,80
13,0,66,c,4710,80,32,m,80
13,1,67,c,1214,80,32,m,80
13,1,7,d,683,80,32,m,80
13,1,28,a,945,80,32,m,80
13,1,11,e,614,80,32,m,80
13,0,37,b,724,80,32,m,80
13,1,8,d,695,80,32,m,80
13,1,10,e,678,80,32,m,80
13,1,30,a,2637,80,32,m,80
13,1,13,e,741,80,32,m,80
13,1,29,a,644,80,32,m,80
13,1,41,b,3730,80,32,m,80
13,0,22,a,1148,80,32,m,80
13,1,21,a,589,80,32,m,80
13,1,71,c,7708,80,32,m,80
13,1,4,d,3588,80,32,m,80
13,1,27,a,637,80,32,m,80
13,1,9,d,941,80,32,m,80
13,1,33,a,874,80,32,m,80
13,1,52,b,851,80,32,m,80
13,1,18,e,2299,80,32,m,80
13,1,14,e,796,80,32,m,80
13,0,63,c,763,80,32,m,80
13,0,17,e,3552,80,32,m,80
13,0,62,c,2601,80,32,m,80
13,1,61,c,953,80,32,m,80
13,0,70,c,1174,80,32,m,80
13,1,35,a,756,80,32,m,80
13,1,2,d,927,80,32,m,80
13,1,54,b,781,80,32,m,80
13,1,43,b,845,80,32,m,80
13,1,23,a,9403,80,32,m,80
13,1,45,b,856,80,32,m,80
13,1,12,e,903,80,32,m,80
13,0,53,b,789,80,32,m,80
13,0,55,c,695,80,32,m,80
13,1,69,c,3457,80,32,m,80
13,0,24,a,2831,80,32,m,80
13,1,72,c,1283,80,32,m,80
13,1,25,a,6073,80,32,m,80
13,1,49,b,606,80,32,m,80
13,0,31,a,2894,80,32,m,80
13,1,3,d,800,80,32,m,80
13,1,65,c,5083,80,32,m,80
13,1,68,c,610,80,32,m,80
13,0,36,a,1646,80,32,m,80
13,1,5,d,852,80,32,m,80
13,1,60,c,962,80,32,m,80
13,0,32,a,780,80,32,m,80
13,1,51,b,5377,150,32,m,150
13,1,52,b,616,150,32,m,150
13,0,50,b,869,150,32,m,150
13,1,70,c,1233,150,32,m,150
13,1,10,e,833,150,32,m,150
13,1,54,b,702,150,32,m,150
13,1,9,d,1145,150,32,m,150
13,1,44,b,1007,150,32,m,150
13,0,23,a,612,150,32,m,150
13,1,59,c,538,150,32,m,150
13,1,45,b,580,150,32,m,150
13,1,6,d,531,150,32,m,150
13,0,72,c,2014,150,32,m,150
13,1,14,e,618,150,32,m,150
13,1,34,a,2992,150,32,m,150
13,1,36,a,2569,150,32,m,150
13,1,55,c,740,150,32,m,150
13,1,43,b,739,150,32,m,150
13,1,21,a,888,150,32,m,150
13,1,12,e,770,150,32,m,150
13,0,1,d,804,150,32,m,150
13,0,28,a,827,150,32,m,150
13,1,13,e,434,150,32,m,150
13,1,39,b,717,150,32,m,150
13,0,56,c,394,150,32,m,150
13,0,32,a,1792,150,32,m,150
13,1,15,e,458,150,32,m,150
13,1,53,b,543,150,32,m,150
13,1,7,d,611,150,32,m,150
13,0,4,d,655,150,32,m,150
13,1,40,b,645,150,32,m,150
13,0,61,c,475,150,32,m,150
13,1,29,a,1725,150,32,m,150
13,1,57,c,489,150,32,m,150
13,1,5,d,1310,150,32,m,150
13,0,66,c,3801,150,32,m,150
13,1,63,c,2720,150,32,m,150
13,0,26,a,498,150,32,m,150
13,0,22,a,378,150,32,m,150
13,0,24,a,526,150,32,m,150
13,1,25,a,2380,150,32,m,150
13,1,18,e,2697,150,32,m,150
13,1,37,b,527,150,32,m,150
13,1,11,e,623,150,32,m,150
13,1,41,b,751,150,32,m,150
13,1,62,c,679,150,32,m,150
13,1,68,c,539,150,32,m,150
13,1,67,c,502,150,32,m,150
13,1,69,c,491,150,32,m,150
13,0,31,a,631,150,32,m,150
13,1,42,b,432,150,32,m,150
13,1,60,c,418,150,32,m,150
13,1,2,d,664,150,32,m,150
13,1,17,e,952,150,32,m,150
13,1,65,c,507,150,32,m,150
13,0,30,a,420,150,32,m,150
13,0,19,a,450,150,32,m,150
13,1,38,b,340,150,32,m,150
13,1,46,b,316,150,32,m,150
13,0,33,a,334,150,32,m,150
13,1,48,b,403,150,32,m,150
13,0,35,a,414,150,32,m,150
13,0,27,a,321,150,32,m,150
13,1,71,c,342,150,32,m,150
13,0,20,a,375,150,32,m,150
13,1,47,b,380,150,32,m,150
13,1,49,b,336,150,32,m,150
13,1,58,c,349,150,32,m,150
13,0,3,d,472,150,32,m,150
13,1,64,c,336,150,32,m,150
13,0,16,e,1637,150,32,m,150
13,0,8,d,461,150,32,m,150
13,1,prc5,b,628,urprc,32,m,ur
13,1,prc4,a,5268,urprc,32,m,ur
13,1,prc8,c,1510,urprc,32,m,ur
13,1,prc2,e,1046,urprc,32,m,ur
13,1,prc1,d,1267,urprc,32,m,ur
13,1,prc3,a,2764,urprc,32,m,ur
13,1,prc7,c,2616,urprc,32,m,ur
13,1,prc6,b,2099,urprc,32,m,ur
13,1,32,a,2150,ur,32,m,ur
13,1,33,a,1469,ur,32,m,ur
13,1,48,b,1767,ur,32,m,ur
13,1,66,c,2368,ur,32,m,ur
13,1,1,d,1007,ur,32,m,ur
13,1,7,d,1808,ur,32,m,ur
13,1,21,a,1405,ur,32,m,ur
13,1,36,a,821,ur,32,m,ur
13,1,11,e,763,ur,32,m,ur
13,1,70,c,2826,ur,32,m,ur
13,1,41,b,1879,ur,32,m,ur
13,1,63,c,3038,ur,32,m,ur
13,1,15,e,1663,ur,32,m,ur
13,1,51,b,3823,ur,32,m,ur
13,1,19,a,1030,ur,32,m,ur
13,0,65,c,3892,ur,32,m,ur
13,1,9,d,1294,ur,32,m,ur
13,1,56,c,5395,ur,32,m,ur
13,1,49,b,1765,ur,32,m,ur
13,1,57,c,2430,ur,32,m,ur
13,1,38,b,1556,ur,32,m,ur
13,1,17,e,975,ur,32,m,ur
13,1,60,c,3341,ur,32,m,ur
13,1,58,c,1762,ur,32,m,ur
13,1,29,a,863,ur,32,m,ur
13,1,45,b,2301,ur,32,m,ur
13,1,64,c,2224,ur,32,m,ur
13,1,31,a,1184,ur,32,m,ur
13,1,5,d,768,ur,32,m,ur
13,1,25,a,1206,ur,32,m,ur
13,1,27,a,1215,ur,32,m,ur
13,1,44,b,1364,ur,32,m,ur
13,1,12,e,1374,ur,32,m,ur
13,1,52,b,1407,ur,32,m,ur
13,1,54,b,3885,ur,32,m,ur
13,1,37,b,1814,ur,32,m,ur
13,1,68,c,3516,ur,32,m,ur
13,1,8,d,1141,ur,32,m,ur
13,1,13,e,1228,ur,32,m,ur
13,1,28,a,1582,ur,32,m,ur
13,0,24,a,1202,ur,32,m,ur
13,1,72,c,2091,ur,32,m,ur
13,1,50,b,1680,ur,32,m,ur
13,1,2,d,714,ur,32,m,ur
13,1,18,e,1132,ur,32,m,ur
13,1,30,a,1527,ur,32,m,ur
13,1,16,e,820,ur,32,m,ur
13,0,55,c,1165,ur,32,m,ur
13,1,47,b,3075,ur,32,m,ur
13,1,42,b,1678,ur,32,m,ur
13,1,10,e,1494,ur,32,m,ur
13,1,69,c,4700,ur,32,m,ur
13,1,40,b,1757,ur,32,m,ur
13,1,6,d,714,ur,32,m,ur
13,1,34,a,3044,ur,32,m,ur
13,1,39,b,1774,ur,32,m,ur
13,1,22,a,1513,ur,32,m,ur
13,1,35,a,1118,ur,32,m,ur
13,1,62,c,3872,ur,32,m,ur
13,1,23,a,1877,ur,32,m,ur
13,1,59,c,1870,ur,32,m,ur
13,1,46,b,2217,ur,32,m,ur
13,1,26,a,2276,ur,32,m,ur
13,1,61,c,3650,ur,32,m,ur
13,1,4,d,1244,ur,32,m,ur
13,1,67,c,6705,ur,32,m,ur
13,1,43,b,3747,ur,32,m,ur
13,1,14,e,1198,ur,32,m,ur
13,1,20,a,1298,ur,32,m,ur
13,1,3,d,1134,ur,32,m,ur
13,1,53,b,4044,ur,32,m,ur
13,1,71,c,4640,ur,32,m,ur
14,0,prc5,b,18139,practice,21,m,80
14,1,prc3,a,2036,practice,21,m,80
14,0,prc4,a,5012,practice,21,m,80
14,1,prc7,c,5499,practice,21,m,80
14,1,prc6,b,725,practice,21,m,80
14,1,prc8,c,5469,practice,21,m,80
14,1,prc1,d,5434,practice,21,m,80
14,1,prc2,e,770,practice,21,m,80
14,1,1,d,845,80,21,m,80
14,0,26,a,935,80,21,m,80
14,1,16,e,622,80,21,m,80
14,1,59,c,858,80,21,m,80
14,1,8,d,657,80,21,m,80
14,0,62,c,1168,80,21,m,80
14,0,49,b,1187,80,21,m,80
14,1,52,b,1187,80,21,m,80
14,0,19,a,791,80,21,m,80
14,0,27,a,1227,80,21,m,80
14,1,70,c,2012,80,21,m,80
14,0,43,b,799,80,21,m,80
14,1,10,e,1926,80,21,m,80
14,1,67,c,849,80,21,m,80
14,1,61,c,984,80,21,m,80
14,1,5,d,700,80,21,m,80
14,1,13,e,982,80,21,m,80
14,0,53,b,971,80,21,m,80
14,0,64,c,1071,80,21,m,80
14,1,51,b,1309,80,21,m,80
14,0,32,a,1320,80,21,m,80
14,1,14,e,810,80,21,m,80
14,0,66,c,1367,80,21,m,80
14,0,40,b,2446,80,21,m,80
14,1,18,e,965,80,21,m,80
14,0,47,b,1285,80,21,m,80
14,1,12,e,804,80,21,m,80
14,0,55,c,1432,80,21,m,80
14,1,9,d,1265,80,21,m,80
14,1,72,c,1403,80,21,m,80
14,1,45,b,652,80,21,m,80
14,1,68,c,1129,80,21,m,80
14,1,46,b,701,80,21,m,80
14,0,25,a,1586,80,21,m,80
14,1,3,d,671,80,21,m,80
14,0,39,b,896,80,21,m,80
14,1,22,a,1742,80,21,m,80
14,1,23,a,826,80,21,m,80
14,0,56,c,1330,80,21,m,80
14,1,35,a,712,80,21,m,80
14,0,37,b,989,80,21,m,80
14,0,71,c,1941,80,21,m,80
14,0,30,a,1285,80,21,m,80
14,0,29,a,764,80,21,m,80
14,1,38,b,1033,80,21,m,80
14,1,42,b,857,80,21,m,80
14,1,7,d,1153,80,21,m,80
14,1,33,a,1151,80,21,m,80
14,0,63,c,1667,80,21,m,80
14,1,17,e,1404,80,21,m,80
14,1,6,d,1778,80,21,m,80
14,0,69,c,847,80,21,m,80
14,1,60,c,739,80,21,m,80
14,1,50,b,658,80,21,m,80
14,1,58,c,692,80,21,m,80
14,1,54,b,693,80,21,m,80
14,0,24,a,1151,80,21,m,80
14,1,34,a,850,80,21,m,80
14,0,57,c,910,80,21,m,80
14,1,28,a,713,80,21,m,80
14,1,44,b,2266,80,21,m,80
14,0,31,a,1248,80,21,m,80
14,1,21,a,1031,80,21,m,80
14,1,48,b,778,80,21,m,80
14,1,4,d,894,80,21,m,80
14,0,20,a,787,80,21,m,80
14,0,41,b,1036,80,21,m,80
14,1,15,e,1994,80,21,m,80
14,1,36,a,1134,80,21,m,80
14,1,11,e,816,80,21,m,80
14,0,65,c,889,80,21,m,80
14,1,2,d,949,80,21,m,80
14,0,48,b,1039,150,21,m,150
14,1,49,b,744,150,21,m,150
14,0,66,c,812,150,21,m,150
14,0,51,b,651,150,21,m,150
14,1,53,b,759,150,21,m,150
14,1,2,d,627,150,21,m,150
14,1,70,c,944,150,21,m,150
14,0,71,c,1261,150,21,m,150
14,1,16,e,530,150,21,m,150
14,1,9,d,1356,150,21,m,150
14,1,41,b,1044,150,21,m,150
14,1,17,e,583,150,21,m,150
14,1,31,a,1940,150,21,m,150
14,1,47,b,934,150,21,m,150
14,1,6,d,574,150,21,m,150
14,1,68,c,1033,150,21,m,150
14,1,52,b,640,150,21,m,150
14,1,37,b,750,150,21,m,150
14,0,24,a,540,150,21,m,150
14,1,63,c,545,150,21,m,150
14,1,60,c,535,150,21,m,150
14,1,11,e,547,150,21,m,150
14,0,69,c,480,150,21,m,150
14,1,50,b,743,150,21,m,150
14,0,58,c,1806,150,21,m,150
14,0,22,a,513,150,21,m,150
14,1,54,b,490,150,21,m,150
14,0,26,a,823,150,21,m,150
14,1,33,a,892,150,21,m,150
14,1,35,a,811,150,21,m,150
14,1,8,d,856,150,21,m,150
14,1,46,b,1093,150,21,m,150
14,0,62,c,795,150,21,m,150
14,1,3,d,635,150,21,m,150
14,1,59,c,1062,150,21,m,150
14,0,45,b,2212,150,21,m,150
14,1,38,b,836,150,21,m,150
14,1,44,b,1073,150,21,m,150
14,1,1,d,577,150,21,m,150
14,1,19,a,1194,150,21,m,150
14,0,21,a,751,150,21,m,150
14,1,5,d,512,150,21,m,150
14,1,64,c,689,150,21,m,150
14,0,28,a,933,150,21,m,150
14,1,23,a,655,150,21,m,150
14,1,40,b,792,150,21,m,150
14,1,13,e,591,150,21,m,150
14,1,55,c,676,150,21,m,150
14,1,57,c,769,150,21,m,150
14,0,29,a,1231,150,21,m,150
14,1,4,d,751,150,21,m,150
14,0,30,a,658,150,21,m,150
14,0,36,a,1287,150,21,m,150
14,1,7,d,535,150,21,m,150
14,0,20,a,655,150,21,m,150
14,1,32,a,970,150,21,m,150
14,1,56,c,1516,150,21,m,150
14,1,27,a,892,150,21,m,150
14,0,12,e,1276,150,21,m,150
14,1,14,e,544,150,21,m,150
14,1,43,b,1005,150,21,m,150
14,1,18,e,523,150,21,m,150
14,1,15,e,596,150,21,m,150
14,0,25,a,1308,150,21,m,150
14,0,34,a,880,150,21,m,150
14,0,65,c,484,150,21,m,150
14,1,42,b,1236,150,21,m,150
14,0,67,c,1870,150,21,m,150
14,1,72,c,685,150,21,m,150
14,0,39,b,501,150,21,m,150
14,1,10,e,1323,150,21,m,150
14,0,61,c,672,150,21,m,150
14,1,prc3,a,7102,urprc,21,m,ur
14,1,prc7,c,2280,urprc,21,m,ur
14,1,prc8,c,1728,urprc,21,m,ur
14,1,prc1,d,1023,urprc,21,m,ur
14,1,prc6,b,1622,urprc,21,m,ur
14,1,prc2,e,849,urprc,21,m,ur
14,1,prc5,b,1657,urprc,21,m,ur
14,1,prc4,a,1342,urprc,21,m,ur
14,1,58,c,3105,ur,21,m,ur
14,1,68,c,1335,ur,21,m,ur
14,1,35,a,1790,ur,21,m,ur
14,1,28,a,972,ur,21,m,ur
14,1,62,c,1842,ur,21,m,ur
14,1,37,b,2039,ur,21,m,ur
14,1,57,c,1883,ur,21,m,ur
14,1,19,a,1244,ur,21,m,ur
14,1,52,b,1359,ur,21,m,ur
14,1,8,d,910,ur,21,m,ur
14,1,70,c,1343,ur,21,m,ur
14,1,64,c,1043,ur,21,m,ur
14,1,47,b,1180,ur,21,m,ur
14,1,7,d,883,ur,21,m,ur
14,1,11,e,777,ur,21,m,ur
14,1,46,b,1185,ur,21,m,ur
14,1,49,b,1822,ur,21,m,ur
14,1,16,e,647,ur,21,m,ur
14,1,34,a,1680,ur,21,m,ur
14,1,21,a,1015,ur,21,m,ur
14,1,45,b,1645,ur,21,m,ur
14,1,29,a,1055,ur,21,m,ur
14,1,22,a,926,ur,21,m,ur
14,1,42,b,1815,ur,21,m,ur
14,1,66,c,1186,ur,21,m,ur
14,1,67,c,1747,ur,21,m,ur
14,1,26,a,1135,ur,21,m,ur
14,1,33,a,854,ur,21,m,ur
14,1,55,c,1069,ur,21,m,ur
14,1,31,a,937,ur,21,m,ur
14,1,2,d,818,ur,21,m,ur
14,1,69,c,1720,ur,21,m,ur
14,1,9,d,838,ur,21,m,ur
14,1,61,c,2077,ur,21,m,ur
14,1,12,e,786,ur,21,m,ur
14,1,40,b,1600,ur,21,m,ur
14,1,25,a,929,ur,21,m,ur
14,1,41,b,1536,ur,21,m,ur
14,0,39,b,1119,ur,21,m,ur
14,1,30,a,1734,ur,21,m,ur
14,1,60,c,1228,ur,21,m,ur
14,1,3,d,1081,ur,21,m,ur
14,0,32,a,1000,ur,21,m,ur
14,1,10,e,1052,ur,21,m,ur
14,1,53,b,2049,ur,21,m,ur
14,1,13,e,860,ur,21,m,ur
14,1,36,a,1333,ur,21,m,ur
14,1,50,b,1415,ur,21,m,ur
14,1,38,b,1283,ur,21,m,ur
14,1,71,c,1486,ur,21,m,ur
14,1,14,e,782,ur,21,m,ur
14,1,1,d,1057,ur,21,m,ur
14,1,63,c,1338,ur,21,m,ur
14,1,23,a,1078,ur,21,m,ur
14,1,5,d,1054,ur,21,m,ur
14,1,44,b,1640,ur,21,m,ur
14,1,24,a,1251,ur,21,m,ur
14,1,4,d,897,ur,21,m,ur
14,1,15,e,918,ur,21,m,ur
14,1,17,e,761,ur,21,m,ur
14,1,43,b,1115,ur,21,m,ur
14,1,20,a,1150,ur,21,m,ur
14,1,72,c,1057,ur,21,m,ur
14,1,51,b,1340,ur,21,m,ur
14,1,48,b,1439,ur,21,m,ur
14,1,27,a,836,ur,21,m,ur
14,1,6,d,1068,ur,21,m,ur
14,1,18,e,845,ur,21,m,ur
14,1,54,b,1075,ur,21,m,ur
14,1,59,c,1102,ur,21,m,ur
14,1,65,c,2014,ur,21,m,ur
14,1,56,c,1453,ur,21,m,ur
15,0,prc4,a,16928,practice,22,m,80
15,1,prc7,c,6143,practice,22,m,80
15,1,prc5,b,897,practice,22,m,80
15,1,prc8,c,638,practice,22,m,80
15,0,prc3,a,4544,practice,22,m,80
15,1,prc2,e,568,practice,22,m,80
15,0,prc1,d,4650,practice,22,m,80
15,1,prc6,b,5422,practice,22,m,80
15,0,32,a,532,80,22,m,80
15,1,66,c,847,80,22,m,80
15,0,35,a,1009,80,22,m,80
15,1,9,d,491,80,22,m,80
15,0,38,b,1418,80,22,m,80
15,0,47,b,1630,80,22,m,80
15,1,50,b,598,80,22,m,80
15,1,11,e,629,80,22,m,80
15,0,33,a,720,80,22,m,80
15,1,8,d,911,80,22,m,80
15,1,59,c,1169,80,22,m,80
15,0,42,b,1262,80,22,m,80
15,0,53,b,1570,80,22,m,80
15,0,21,a,629,80,22,m,80
15,0,18,e,1462,80,22,m,80
15,1,20,a,2333,80,22,m,80
15,1,68,c,592,80,22,m,80
15,1,37,b,1158,80,22,m,80
15,1,13,e,596,80,22,m,80
15,1,17,e,1164,80,22,m,80
15,1,60,c,772,80,22,m,80
15,0,70,c,1397,80,22,m,80
15,1,69,c,1104,80,22,m,80
15,0,25,a,1195,80,22,m,80
15,1,40,b,1125,80,22,m,80
15,1,46,b,3710,80,22,m,80
15,1,16,e,709,80,22,m,80
15,1,12,e,1304,80,22,m,80
15,0,67,c,5250,80,22,m,80
15,0,29,a,737,80,22,m,80
15,1,2,d,600,80,22,m,80
15,0,44,b,2919,80,22,m,80
15,1,3,d,1672,80,22,m,80
15,1,58,c,1885,80,22,m,80
15,1,41,b,680,80,22,m,80
15,1,71,c,542,80,22,m,80
15,1,26,a,662,80,22,m,80
15,0,30,a,510,80,22,m,80
15,1,6,d,798,80,22,m,80
15,1,54,b,621,80,22,m,80
15,1,15,e,1015,80,22,m,80
15,1,55,c,1257,80,22,m,80
15,1,52,b,685,80,22,m,80
15,1,64,c,1006,80,22,m,80
15,1,43,b,639,80,22,m,80
15,0,28,a,591,80,22,m,80
15,0,24,a,644,80,22,m,80
15,0,1,d,772,80,22,m,80
15,1,48,b,581,80,22,m,80
15,1,7,d,817,80,22,m,80
15,1,72,c,601,80,22,m,80
15,1,14,e,597,80,22,m,80
15,1,10,e,1740,80,22,m,80
15,0,34,a,1161,80,22,m,80
15,1,62,c,824,80,22,m,80
15,1,51,b,615,80,22,m,80
15,0,63,c,1084,80,22,m,80
15,0,19,a,979,80,22,m,80
15,1,49,b,594,80,22,m,80
15,1,5,d,591,80,22,m,80
15,0,22,a,652,80,22,m,80
15,0,61,c,820,80,22,m,80
15,0,57,c,822,80,22,m,80
15,1,39,b,1051,80,22,m,80
15,1,27,a,927,80,22,m,80
15,0,56,c,1645,80,22,m,80
15,1,45,b,502,80,22,m,80
15,1,4,d,1944,80,22,m,80
15,0,31,a,782,80,22,m,80
15,1,65,c,909,80,22,m,80
15,0,36,a,672,80,22,m,80
15,0,23,a,605,80,22,m,80
15,1,12,e,583,150,22,m,150
15,1,15,e,660,150,22,m,150
15,1,64,c,540,150,22,m,150
15,1,65,c,508,150,22,m,150
15,1,51,b,495,150,22,m,150
15,0,23,a,1433,150,22,m,150
15,1,71,c,1476,150,22,m,150
15,1,28,a,528,150,22,m,150
15,1,11,e,556,150,22,m,150
15,1,59,c,1080,150,22,m,150
15,1,54,b,477,150,22,m,150
15,1,32,a,1553,150,22,m,150
15,1,52,b,904,150,22,m,150
15,1,66,c,672,150,22,m,150
15,1,17,e,363,150,22,m,150
15,1,24,a,788,150,22,m,150
15,0,25,a,423,150,22,m,150
15,1,9,d,811,150,22,m,150
15,0,35,a,491,150,22,m,150
15,1,62,c,433,150,22,m,150
15,1,37,b,435,150,22,m,150
15,1,5,d,452,150,22,m,150
15,1,53,b,479,150,22,m,150
15,0,21,a,642,150,22,m,150
15,1,7,d,437,150,22,m,150
15,1,50,b,434,150,22,m,150
15,0,36,a,430,150,22,m,150
15,1,6,d,1392,150,22,m,150
15,1,16,e,621,150,22,m,150
15,1,61,c,499,150,22,m,150
15,0,30,a,3845,150,22,m,150
15,1,18,e,558,150,22,m,150
15,1,47,b,459,150,22,m,150
15,1,40,b,966,150,22,m,150
15,1,67,c,1457,150,22,m,150
15,1,39,b,842,150,22,m,150
15,1,38,b,393,150,22,m,150
15,0,33,a,406,150,22,m,150
15,1,49,b,527,150,22,m,150
15,1,63,c,347,150,22,m,150
15,1,70,c,522,150,22,m,150
15,0,29,a,830,150,22,m,150
15,1,1,d,498,150,22,m,150
15,1,57,c,499,150,22,m,150
15,1,41,b,453,150,22,m,150
15,0,31,a,523,150,22,m,150
15,1,3,d,461,150,22,m,150
15,1,56,c,455,150,22,m,150
15,0,34,a,398,150,22,m,150
15,1,45,b,456,150,22,m,150
15,0,22,a,421,150,22,m,150
15,1,14,e,438,150,22,m,150
15,1,46,b,471,150,22,m,150
15,1,4,d,1678,150,22,m,150
15,0,27,a,428,150,22,m,150
15,1,42,b,355,150,22,m,150
15,1,26,a,1052,150,22,m,150
15,1,55,c,384,150,22,m,150
15,0,20,a,392,150,22,m,150
15,1,8,d,507,150,22,m,150
15,1,68,c,571,150,22,m,150
15,1,2,d,507,150,22,m,150
15,1,72,c,438,150,22,m,150
15,1,58,c,732,150,22,m,150
15,0,19,a,722,150,22,m,150
15,1,13,e,408,150,22,m,150
15,1,44,b,989,150,22,m,150
15,1,10,e,389,150,22,m,150
15,1,69,c,410,150,22,m,150
15,1,48,b,397,150,22,m,150
15,1,60,c,356,150,22,m,150
15,1,43,b,431,150,22,m,150
15,1,prc5,b,3895,urprc,22,m,ur
15,1,prc3,a,2581,urprc,22,m,ur
15,1,prc4,a,1281,urprc,22,m,ur
15,1,prc7,c,3729,urprc,22,m,ur
15,1,prc6,b,2885,urprc,22,m,ur
15,1,prc1,d,3123,urprc,22,m,ur
15,1,prc2,e,1537,urprc,22,m,ur
15,1,prc8,c,2277,urprc,22,m,ur
15,1,41,b,4836,ur,22,m,ur
15,1,20,a,1418,ur,22,m,ur
15,1,63,c,2193,ur,22,m,ur
15,1,39,b,1579,ur,22,m,ur
15,1,12,e,1400,ur,22,m,ur
15,1,57,c,2128,ur,22,m,ur
15,1,58,c,1714,ur,22,m,ur
15,1,54,b,1214,ur,22,m,ur
15,1,36,a,1045,ur,22,m,ur
15,1,60,c,4634,ur,22,m,ur
15,1,23,a,980,ur,22,m,ur
15,1,17,e,892,ur,22,m,ur
15,1,29,a,918,ur,22,m,ur
15,1,46,b,1361,ur,22,m,ur
15,1,40,b,1402,ur,22,m,ur
15,1,67,c,4218,ur,22,m,ur
15,1,6,d,769,ur,22,m,ur
15,1,38,b,1067,ur,22,m,ur
15,1,1,d,919,ur,22,m,ur
15,1,48,b,932,ur,22,m,ur
15,1,9,d,776,ur,22,m,ur
15,1,19,a,976,ur,22,m,ur
15,1,50,b,1010,ur,22,m,ur
15,1,45,b,3237,ur,22,m,ur
15,1,65,c,3039,ur,22,m,ur
15,1,4,d,995,ur,22,m,ur
15,1,5,d,769,ur,22,m,ur
15,1,32,a,775,ur,22,m,ur
15,1,68,c,1581,ur,22,m,ur
15,1,15,e,1202,ur,22,m,ur
15,1,62,c,1575,ur,22,m,ur
15,1,3,d,1344,ur,22,m,ur
15,1,55,c,3020,ur,22,m,ur
15,1,31,a,915,ur,22,m,ur
15,1,52,b,2083,ur,22,m,ur
15,1,69,c,2347,ur,22,m,ur
15,1,43,b,1206,ur,22,m,ur
15,1,16,e,734,ur,22,m,ur
15,1,7,d,2761,ur,22,m,ur
15,1,14,e,747,ur,22,m,ur
15,1,21,a,1385,ur,22,m,ur
15,1,2,d,819,ur,22,m,ur
15,1,26,a,1086,ur,22,m,ur
15,1,30,a,1084,ur,22,m,ur
15,1,33,a,890,ur,22,m,ur
15,1,25,a,2519,ur,22,m,ur
15,1,11,e,784,ur,22,m,ur
15,1,13,e,902,ur,22,m,ur
15,1,10,e,1618,ur,22,m,ur
15,1,18,e,1335,ur,22,m,ur
15,1,66,c,2962,ur,22,m,ur
15,1,24,a,924,ur,22,m,ur
15,1,49,b,1507,ur,22,m,ur
15,1,44,b,1597,ur,22,m,ur
15,1,72,c,2109,ur,22,m,ur
15,1,28,a,1465,ur,22,m,ur
15,1,27,a,900,ur,22,m,ur
15,1,61,c,1025,ur,22,m,ur
15,1,71,c,1803,ur,22,m,ur
15,1,51,b,2888,ur,22,m,ur
15,1,53,b,1529,ur,22,m,ur
15,1,35,a,987,ur,22,m,ur
15,1,47,b,1881,ur,22,m,ur
15,1,56,c,1326,ur,22,m,ur
15,1,22,a,1101,ur,22,m,ur
15,1,8,d,954,ur,22,m,ur
15,1,70,c,1570,ur,22,m,ur
15,1,34,a,960,ur,22,m,ur
15,1,59,c,1301,ur,22,m,ur
15,1,37,b,1814,ur,22,m,ur
15,1,42,b,1996,ur,22,m,ur
15,1,64,c,3968,ur,22,m,ur
16,1,prc1,d,7334,practice,21,m,80
16,1,prc8,c,909,practice,21,m,80
16,1,prc4,a,8700,practice,21,m,80
16,1,prc5,b,2796,practice,21,m,80
16,0,prc3,a,5325,practice,21,m,80
16,0,prc7,c,6316,practice,21,m,80
16,1,prc2,e,1211,practice,21,m,80
16,1,prc6,b,6979,practice,21,m,80
16,0,28,a,883,80,21,m,80
16,0,27,a,2647,80,21,m,80
16,0,19,a,1067,80,21,m,80
16,1,6,d,697,80,21,m,80
16,1,4,d,1003,80,21,m,80
16,1,20,a,4032,80,21,m,80
16,1,68,c,1385,80,21,m,80
16,1,69,c,1089,80,21,m,80
16,0,2,d,1943,80,21,m,80
16,0,30,a,1301,80,21,m,80
16,0,33,a,1405,80,21,m,80
16,1,32,a,1027,80,21,m,80
16,1,49,b,878,80,21,m,80
16,0,41,b,7110,80,21,m,80
16,1,16,e,866,80,21,m,80
16,1,40,b,2287,80,21,m,80
16,1,12,e,885,80,21,m,80
16,1,39,b,2034,80,21,m,80
16,1,56,c,2417,80,21,m,80
16,0,22,a,1643,80,21,m,80
16,0,62,c,771,80,21,m,80
16,0,23,a,2850,80,21,m,80
16,0,47,b,699,80,21,m,80
16,1,59,c,753,80,21,m,80
16,1,5,d,653,80,21,m,80
16,0,35,a,778,80,21,m,80
16,1,21,a,2194,80,21,m,80
16,1,10,e,765,80,21,m,80
16,1,9,d,963,80,21,m,80
16,1,17,e,737,80,21,m,80
16,1,45,b,990,80,21,m,80
16,1,42,b,943,80,21,m,80
16,0,48,b,696,80,21,m,80
16,1,53,b,4615,80,21,m,80
16,1,15,e,2141,80,21,m,80
16,0,51,b,2055,80,21,m,80
16,1,55,c,955,80,21,m,80
