part,age,key,sex,style,stim,hemifield,response,rt
43,19,Right,male,Abstract,118ABSTRACTO,Left,1,48
43,19,Right,male,Abstract,322ABSTRACTO,Right,1,85
43,19,Right,male,Representational,179IMPRESION,Right,0,1026
43,19,Right,male,Abstract,359ABSTRACTO,Left,0,267
43,19,Right,male,Representational,311REALISTA,Right,1,172
43,19,Right,male,Representational,254IMPRESION,Right,1,1469
43,19,Right,male,Representational,116REALISTA,Right,0,296
43,19,Right,male,Abstract,184ABSTRACTO,Right,1,453
43,19,Right,male,Abstract,342ABSTRACTO,Left,0,252
43,19,Right,male,Abstract,188ABSTRACTO,Right,0,268
43,19,Right,male,Representational,396REALISTA,Right,0,119
43,19,Right,male,Abstract,051ABSTRACTO,Right,1,63
43,19,Right,male,Abstract,185ABSTRACTO,Left,1,160
43,19,Right,male,Representational,069POSTIMPRES,Right,1,1214
43,19,Right,male,Representational,303REALISTA,Left,1,381
43,19,Right,male,Representational,161REALISTA,Left,1,175
43,19,Right,male,Abstract,169ABSTRACTO,Left,1,170
43,19,Right,male,Representational,075IMPRESION,Left,0,184
43,19,Right,male,Abstract,214ABSTRACTO,Right,0,172
43,19,Right,male,Representational,104POSTIMPRESjpg,Left,1,218
43,19,Right,male,Abstract,329ABSTRACTO,Left,1,123
43,19,Right,male,Abstract,117ABSTRACTO,Right,1,198
43,19,Right,male,Representational,101IMPRESION,Right,0,177
43,19,Right,male,Representational,076REALISTA,Left,1,98
43,19,Right,male,Representational,303REALISTA,Right,1,107
43,19,Right,male,Abstract,322ABSTRACTO,Left,0,100
43,19,Right,male,Abstract,359ABSTRACTO,Right,1,88
43,19,Right,male,Abstract,044ABSTRACTO,Left,1,120
43,19,Right,male,Representational,274REALISTA,Left,1,132
43,19,Right,male,Abstract,282ABSTRACTO,Right,0,1233
43,19,Right,male,Abstract,067ABSTRACTO,Left,0,303
43,19,Right,male,Representational,179IMPRESION,Left,0,187
43,19,Right,male,Representational,111REALISTA,Left,1,95
43,19,Right,male,Representational,069POSTIMPRES,Left,1,116
43,19,Right,male,Abstract,089ABSTRACTO,Right,1,98
43,19,Right,male,Abstract,230ABSTRACTO,Right,0,207
43,19,Right,male,Representational,197POSTIMPRES,Right,0,141
43,19,Right,male,Abstract,270ABSTRACTO,Left,0,1334
43,19,Right,male,Representational,177REALISTA,Left,0,193
43,19,Right,male,Representational,350REALISTA,Right,1,103
43,19,Right,male,Abstract,044ABSTRACTO,Right,1,73
43,19,Right,male,Representational,278POSTIMPRES,Left,0,104
43,19,Right,male,Representational,165REALISTA,Left,1,132
43,19,Right,male,Representational,226REALISTA,Left,0,117
43,19,Right,male,Abstract,263ABSTRACTO,Right,1,67
43,19,Right,male,Abstract,362ABSTRACTO,Right,1,1665
43,19,Right,male,Abstract,185ABSTRACTO,Right,1,323
43,19,Right,male,Representational,016POSTIMPRES,Left,0,327
43,19,Right,male,Representational,159REALISTA,Left,0,244
43,19,Right,male,Abstract,236ABSTRACTO,Left,1,100
43,19,Right,male,Abstract,365ABSTRACTO,Right,1,84
43,19,Right,male,Representational,010REALISTA,Right,0,30
43,19,Right,male,Representational,093REALISTA,Left,1,1386
43,19,Right,male,Abstract,342ABSTRACTO,Right,1,258
43,19,Right,male,Representational,071POSTIMPRES,Left,1,149
43,19,Right,male,Representational,030POSTIMPRES,Right,0,98
43,19,Right,male,Abstract,036ABSTRACTO,Right,1,1279
43,19,Right,male,Representational,216POSTIMPRES,Right,1,242
43,19,Right,male,Abstract,348ABSTRACTO,Left,1,286
43,19,Right,male,Representational,046REALISTA,Left,1,190
43,19,Right,male,Abstract,368ABSTRACTO,Left,1,239
43,19,Right,male,Representational,266POSTIMPRES,Left,0,125
43,19,Right,male,Abstract,099ABSTRACTO,Left,0,1339
43,19,Right,male,Representational,030POSTIMPRES,Left,1,157
43,19,Right,male,Representational,402IMPRESION,Left,1,26
43,19,Right,male,Representational,071POSTIMPRES,Right,0,888
43,19,Right,male,Representational,016POSTIMPRES,Right,0,186
43,19,Right,male,Abstract,129ABSTRACTO,Left,0,1160
43,19,Right,male,Representational,308POSTIMPRES,Left,1,59
43,19,Right,male,Abstract,098ABSTRACTO,Right,1,121
43,19,Right,male,Representational,373POSTIMPRES,Right,1,69
43,19,Right,male,Abstract,008ABSTRACTO,Left,1,56
43,19,Right,male,Abstract,390ABSTRACTO,Right,0,58
43,19,Right,male,Abstract,368ABSTRACTO,Right,0,84
43,19,Right,male,Abstract,270ABSTRACTO,Right,0,117
43,19,Right,male,Abstract,317ABSTRACTO,Right,0,140
43,19,Right,male,Representational,287REALISTA,Left,1,237
43,19,Right,male,Abstract,367ABSTRACTO,Left,1,125
43,19,Right,male,Representational,278POSTIMPRES,Right,1,26
43,19,Right,male,Representational,017REALISTA,Right,1,1042
43,19,Right,male,Representational,402IMPRESION,Right,1,266
43,19,Right,male,Representational,043REALISTA,Right,1,115
43,19,Right,male,Abstract,390ABSTRACTO,Left,0,108
43,19,Right,male,Abstract,364ABSTRACTO,Right,0,55
43,19,Right,male,Representational,161REALISTA,Right,0,28
43,19,Right,male,Representational,241POSTIMPRES,Right,1,1116
43,19,Right,male,Abstract,282ABSTRACTO,Left,0,451
43,19,Right,male,Abstract,293ABSTRACTO,Left,1,124
43,19,Right,male,Abstract,051ABSTRACTO,Left,0,121
43,19,Right,male,Abstract,363ABSTRACTO,Right,0,54
43,19,Right,male,Abstract,151ABSTRACTO,Left,0,13
43,19,Right,male,Representational,287REALISTA,Right,0,83
43,19,Right,male,Representational,079POSTIMPRES,Left,1,111
43,19,Right,male,Representational,385POSTIMPRES,Left,0,115
43,19,Right,male,Abstract,343ABSTRACTO,Right,1,125
43,19,Right,male,Representational,101IMPRESION,Left,1,1215
43,19,Right,male,Abstract,061ABSTRACTO,Left,1,200
43,19,Right,male,Abstract,188ABSTRACTO,Left,1,155
43,19,Right,male,Abstract,404ABSTRACTO,Left,0,100
43,19,Right,male,Representational,315IMPRESION,Left,0,41
43,19,Right,male,Representational,043REALISTA,Left,0,118
43,19,Right,male,Representational,127IMPRESION,Left,1,1294
43,19,Right,male,Representational,105REALISTA,Right,1,388
43,19,Right,male,Representational,219IMPRESION,Left,0,131
43,19,Right,male,Representational,020POSTIMPRES,Left,1,81
43,19,Right,male,Abstract,176ABSTRACTO,Right,1,87
43,19,Right,male,Representational,173REALISTA,Right,1,79
43,19,Right,male,Representational,332IMPRESION,Left,1,75
43,19,Right,male,Representational,130IMPRESION,Left,0,16
43,19,Right,male,Abstract,343ABSTRACTO,Left,1,58
43,19,Right,male,Representational,389POSTIMPRES,Right,1,73
43,19,Right,male,Abstract,169ABSTRACTO,Right,1,75
43,19,Right,male,Abstract,084ABSTRACTO,Left,1,37
43,19,Right,male,Representational,311REALISTA,Left,1,288
43,19,Right,male,Representational,332IMPRESION,Right,1,144
43,19,Right,male,Abstract,351ABSTRACTO,Right,0,162
43,19,Right,male,Abstract,129ABSTRACTO,Right,1,1185
43,19,Right,male,Abstract,118ABSTRACTO,Right,0,162
43,19,Right,male,Representational,216POSTIMPRES,Left,0,176
43,19,Right,male,Abstract,269ABSTRACTO,Left,0,46
43,19,Right,male,Abstract,036ABSTRACTO,Left,0,109
43,19,Right,male,Abstract,008ABSTRACTO,Right,0,1118
43,19,Right,male,Representational,165REALISTA,Right,0,251
43,19,Right,male,Abstract,099ABSTRACTO,Right,1,198
43,19,Right,male,Representational,373POSTIMPRES,Left,0,1149
43,19,Right,male,Representational,280REALISTA,Right,1,238
43,19,Right,male,Representational,062REALISTA,Right,1,135
43,19,Right,male,Abstract,329ABSTRACTO,Right,1,65
43,19,Right,male,Representational,159REALISTA,Right,0,76
43,19,Right,male,Representational,046REALISTA,Right,1,28
43,19,Right,male,Representational,308POSTIMPRES,Right,0,92
43,19,Right,male,Representational,116REALISTA,Left,1,69
43,19,Right,male,Abstract,230ABSTRACTO,Left,0,179
43,19,Right,male,Representational,093REALISTA,Right,1,80
43,19,Right,male,Representational,075IMPRESION,Right,1,116
43,19,Right,male,Representational,020POSTIMPRES,Right,1,186
43,19,Right,male,Abstract,293ABSTRACTO,Right,0,90
43,19,Right,male,Abstract,269ABSTRACTO,Right,0,144
43,19,Right,male,Abstract,136ABSTRACTO,Left,1,201
43,19,Right,male,Representational,205REALISTA,Right,1,1142
43,19,Right,male,Abstract,184ABSTRACTO,Left,0,1331
43,19,Right,male,Abstract,151ABSTRACTO,Right,1,428
43,19,Right,male,Abstract,217ABSTRACTO,Left,1,208
43,19,Right,male,Representational,345POSTIMPRES,Left,0,316
43,19,Right,male,Representational,315IMPRESION,Right,0,105
43,19,Right,male,Abstract,132ABSTRACTO,Right,0,83
43,19,Right,male,Abstract,348ABSTRACTO,Right,0,39
43,19,Right,male,Abstract,084ABSTRACTO,Right,0,90
43,19,Right,male,Abstract,176ABSTRACTO,Left,1,87
43,19,Right,male,Abstract,365ABSTRACTO,Left,0,93
43,19,Right,male,Representational,280REALISTA,Left,0,119
43,19,Right,male,Representational,127IMPRESION,Right,1,103
43,19,Right,male,Representational,106REALISTA,Left,1,152
43,19,Right,male,Abstract,098ABSTRACTO,Left,1,94
43,19,Right,male,Abstract,089ABSTRACTO,Left,0,1656
43,19,Right,male,Abstract,132ABSTRACTO,Left,0,202
43,19,Right,male,Representational,241POSTIMPRES,Left,0,150
43,19,Right,male,Abstract,110ABSTRACTO,Right,1,178
43,19,Right,male,Representational,173REALISTA,Left,0,1147
43,19,Right,male,Representational,104POSTIMPRESjpg,Right,0,692
43,19,Right,male,Abstract,061ABSTRACTO,Right,0,483
43,19,Right,male,Abstract,212ABSTRACTO,Left,0,142
43,19,Right,male,Abstract,404ABSTRACTO,Right,1,150
43,19,Right,male,Representational,254IMPRESION,Left,0,93
24,25,Right,female,Representational,105REALISTA,Right,1,541
24,25,Right,female,Representational,280REALISTA,Right,1,938
24,25,Right,female,Representational,030POSTIMPRES,Right,0,707
24,25,Right,female,Abstract,368ABSTRACTO,Right,0,893
24,25,Right,female,Representational,287REALISTA,Right,0,403
24,25,Right,female,Abstract,121ABSTRACTO,Right,0,675
24,25,Right,female,Abstract,098ABSTRACTO,Left,1,1063
24,25,Right,female,Abstract,317ABSTRACTO,Left,0,436
24,25,Right,female,Representational,345POSTIMPRES,Right,0,864
24,25,Right,female,Abstract,099ABSTRACTO,Left,0,496
24,25,Right,female,Abstract,342ABSTRACTO,Right,0,294
24,25,Right,female,Abstract,359ABSTRACTO,Right,0,416
24,25,Right,female,Abstract,188ABSTRACTO,Right,0,322
24,25,Right,female,Representational,069POSTIMPRES,Left,1,624
24,25,Right,female,Abstract,269ABSTRACTO,Right,0,527
24,25,Right,female,Representational,216POSTIMPRES,Right,0,1040
24,25,Right,female,Representational,127IMPRESION,Left,1,355
24,25,Right,female,Representational,093REALISTA,Right,0,807
24,25,Right,female,Abstract,236ABSTRACTO,Left,0,660
24,25,Right,female,Abstract,110ABSTRACTO,Right,0,375
24,25,Right,female,Abstract,044ABSTRACTO,Left,1,620
24,25,Right,female,Representational,030POSTIMPRES,Left,1,446
24,25,Right,female,Representational,079POSTIMPRES,Right,0,426
24,25,Right,female,Abstract,180ABSTRACTO,Left,0,390
24,25,Right,female,Abstract,099ABSTRACTO,Right,0,288
24,25,Right,female,Abstract,351ABSTRACTO,Right,0,198
24,25,Right,female,Abstract,322ABSTRACTO,Right,0,239
24,25,Right,female,Abstract,098ABSTRACTO,Right,0,190
24,25,Right,female,Abstract,036ABSTRACTO,Left,0,394
24,25,Right,female,Representational,205REALISTA,Left,1,631
24,25,Right,female,Representational,241POSTIMPRES,Left,0,433
24,25,Right,female,Representational,216POSTIMPRES,Left,0,420
24,25,Right,female,Abstract,348ABSTRACTO,Right,0,333
24,25,Right,female,Abstract,118ABSTRACTO,Right,0,602
24,25,Right,female,Representational,101IMPRESION,Left,0,643
24,25,Right,female,Abstract,151ABSTRACTO,Left,0,462
24,25,Right,female,Representational,219IMPRESION,Left,1,558
24,25,Right,female,Abstract,236ABSTRACTO,Right,0,460
24,25,Right,female,Abstract,329ABSTRACTO,Left,1,1030
24,25,Right,female,Representational,076REALISTA,Right,0,561
24,25,Right,female,Representational,016POSTIMPRES,Right,0,290
24,25,Right,female,Representational,402IMPRESION,Right,1,599
24,25,Right,female,Representational,311REALISTA,Right,0,454
24,25,Right,female,Representational,332IMPRESION,Left,1,613
24,25,Right,female,Representational,111REALISTA,Right,1,597
24,25,Right,female,Abstract,036ABSTRACTO,Right,0,340
24,25,Right,female,Representational,385POSTIMPRES,Left,0,467
24,25,Right,female,Abstract,129ABSTRACTO,Left,0,466
24,25,Right,female,Abstract,067ABSTRACTO,Right,0,237
24,25,Right,female,Abstract,184ABSTRACTO,Right,0,402
24,25,Right,female,Representational,226REALISTA,Right,1,748
24,25,Right,female,Representational,010REALISTA,Right,0,387
24,25,Right,female,Representational,106REALISTA,Left,1,489
24,25,Right,female,Abstract,217ABSTRACTO,Left,0,328
24,25,Right,female,Abstract,364ABSTRACTO,Right,0,235
24,25,Right,female,Abstract,051ABSTRACTO,Right,0,280
24,25,Right,female,Representational,402IMPRESION,Left,1,385
24,25,Right,female,Representational,385POSTIMPRES,Right,0,293
24,25,Right,female,Representational,389POSTIMPRES,Left,0,492
24,25,Right,female,Abstract,282ABSTRACTO,Left,0,409
24,25,Right,female,Abstract,363ABSTRACTO,Right,0,315
24,25,Right,female,Abstract,067ABSTRACTO,Left,0,293
24,25,Right,female,Representational,062REALISTA,Left,0,248
24,25,Right,female,Representational,197POSTIMPRES,Left,0,462
24,25,Right,female,Representational,226REALISTA,Left,0,343
24,25,Right,female,Representational,389POSTIMPRES,Right,0,289
24,25,Right,female,Abstract,322ABSTRACTO,Left,0,332
24,25,Right,female,Representational,173REALISTA,Right,0,653
24,25,Right,female,Abstract,390ABSTRACTO,Right,0,453
24,25,Right,female,Representational,280REALISTA,Left,0,582
24,25,Right,female,Abstract,008ABSTRACTO,Right,0,348
24,25,Right,female,Abstract,146ABSTRACTO,Right,0,485
24,25,Right,female,Representational,373POSTIMPRES,Left,0,443
24,25,Right,female,Representational,130IMPRESION,Left,0,370
24,25,Right,female,Abstract,404ABSTRACTO,Right,0,298
24,25,Right,female,Abstract,136ABSTRACTO,Left,0,312
24,25,Right,female,Abstract,132ABSTRACTO,Right,0,284
24,25,Right,female,Representational,071POSTIMPRES,Left,0,312
24,25,Right,female,Abstract,269ABSTRACTO,Left,0,230
24,25,Right,female,Abstract,217ABSTRACTO,Right,0,400
24,25,Right,female,Representational,266POSTIMPRES,Left,0,246
24,25,Right,female,Representational,396REALISTA,Left,0,191
24,25,Right,female,Representational,373POSTIMPRES,Right,0,468
24,25,Right,female,Representational,303REALISTA,Left,1,602
24,25,Right,female,Abstract,214ABSTRACTO,Left,1,516
24,25,Right,female,Abstract,118ABSTRACTO,Left,0,318
24,25,Right,female,Representational,241POSTIMPRES,Right,0,412
24,25,Right,female,Abstract,367ABSTRACTO,Left,0,469
24,25,Right,female,Representational,219IMPRESION,Right,1,481
24,25,Right,female,Representational,076REALISTA,Left,0,727
24,25,Right,female,Abstract,084ABSTRACTO,Left,0,476
24,25,Right,female,Abstract,169ABSTRACTO,Left,0,325
24,25,Right,female,Representational,043REALISTA,Right,1,786
24,25,Right,female,Abstract,089ABSTRACTO,Right,0,414
24,25,Right,female,Abstract,262ABSTRACTO,Left,0,340
24,25,Right,female,Representational,315IMPRESION,Right,0,350
24,25,Right,female,Representational,116REALISTA,Left,1,431
24,25,Right,female,Abstract,351ABSTRACTO,Left,0,350
24,25,Right,female,Representational,105REALISTA,Left,0,488
24,25,Right,female,Abstract,089ABSTRACTO,Left,0,303
24,25,Right,female,Abstract,169ABSTRACTO,Right,0,304
24,25,Right,female,Representational,106REALISTA,Right,1,427
24,25,Right,female,Abstract,343ABSTRACTO,Right,1,640
24,25,Right,female,Abstract,117ABSTRACTO,Right,1,810
24,25,Right,female,Representational,104POSTIMPRESjpg,Left,0,474
24,25,Right,female,Abstract,270ABSTRACTO,Left,0,287
24,25,Right,female,Representational,278POSTIMPRES,Right,1,671
24,25,Right,female,Abstract,146ABSTRACTO,Left,0,447
24,25,Right,female,Representational,161REALISTA,Left,1,429
24,25,Right,female,Representational,311REALISTA,Left,0,349
24,25,Right,female,Abstract,362ABSTRACTO,Left,0,283
24,25,Right,female,Representational,350REALISTA,Left,1,655
24,25,Right,female,Abstract,329ABSTRACTO,Right,1,644
24,25,Right,female,Abstract,364ABSTRACTO,Left,0,417
24,25,Right,female,Representational,161REALISTA,Right,1,462
24,25,Right,female,Abstract,212ABSTRACTO,Left,0,326
24,25,Right,female,Representational,315IMPRESION,Left,0,452
24,25,Right,female,Representational,075IMPRESION,Right,0,358
24,25,Right,female,Abstract,121ABSTRACTO,Left,0,415
24,25,Right,female,Abstract,363ABSTRACTO,Left,0,289
24,25,Right,female,Abstract,061ABSTRACTO,Left,0,241
24,25,Right,female,Representational,165REALISTA,Left,1,570
24,25,Right,female,Representational,179IMPRESION,Left,0,410
24,25,Right,female,Abstract,044ABSTRACTO,Right,0,339
24,25,Right,female,Representational,016POSTIMPRES,Left,0,354
24,25,Right,female,Representational,017REALISTA,Left,0,408
24,25,Right,female,Representational,020POSTIMPRES,Right,0,431
24,25,Right,female,Abstract,263ABSTRACTO,Left,0,385
24,25,Right,female,Abstract,270ABSTRACTO,Right,0,281
24,25,Right,female,Abstract,051ABSTRACTO,Left,0,225
24,25,Right,female,Abstract,180ABSTRACTO,Right,0,268
24,25,Right,female,Representational,127IMPRESION,Right,1,608
24,25,Right,female,Abstract,151ABSTRACTO,Right,0,371
24,25,Right,female,Abstract,348ABSTRACTO,Left,0,274
24,25,Right,female,Representational,254IMPRESION,Left,1,603
24,25,Right,female,Abstract,136ABSTRACTO,Right,0,337
24,25,Right,female,Representational,274REALISTA,Left,0,344
24,25,Right,female,Representational,043REALISTA,Left,0,185
24,25,Right,female,Representational,020POSTIMPRES,Left,0,252
24,25,Right,female,Representational,266POSTIMPRES,Right,0,268
24,25,Right,female,Abstract,185ABSTRACTO,Right,0,151
24,25,Right,female,Abstract,367ABSTRACTO,Right,0,149
24,25,Right,female,Abstract,214ABSTRACTO,Right,0,131
24,25,Right,female,Representational,075IMPRESION,Left,0,345
24,25,Right,female,Representational,332IMPRESION,Right,0,230
24,25,Right,female,Representational,177REALISTA,Left,0,238
24,25,Right,female,Abstract,117ABSTRACTO,Left,0,339
24,25,Right,female,Representational,111REALISTA,Left,1,468
24,25,Right,female,Representational,046REALISTA,Left,0,341
24,25,Right,female,Representational,101IMPRESION,Right,0,255
24,25,Right,female,Representational,159REALISTA,Left,0,467
24,25,Right,female,Representational,173REALISTA,Left,1,472
24,25,Right,female,Representational,079POSTIMPRES,Left,0,398
24,25,Right,female,Representational,350REALISTA,Right,1,677
24,25,Right,female,Abstract,176ABSTRACTO,Right,0,458
24,25,Right,female,Abstract,008ABSTRACTO,Left,0,370
24,25,Right,female,Abstract,230ABSTRACTO,Left,0,409
24,25,Right,female,Representational,278POSTIMPRES,Left,1,490
24,25,Right,female,Representational,205REALISTA,Right,1,459
24,25,Right,female,Abstract,390ABSTRACTO,Left,0,457
24,25,Right,female,Representational,159REALISTA,Right,0,340
24,25,Right,female,Abstract,362ABSTRACTO,Right,0,439
24,25,Right,female,Abstract,293ABSTRACTO,Right,0,359
24,25,Right,female,Representational,177REALISTA,Right,1,484
24,25,Right,female,Abstract,317ABSTRACTO,Right,0,445
24,25,Right,female,Representational,308POSTIMPRES,Left,1,582
24,25,Right,female,Abstract,263ABSTRACTO,Right,0,385
24,25,Right,female,Representational,197POSTIMPRES,Right,0,685
24,25,Right,female,Abstract,343ABSTRACTO,Left,0,745
24,25,Right,female,Representational,017REALISTA,Right,0,622
24,25,Right,female,Abstract,184ABSTRACTO,Left,0,609
24,25,Right,female,Representational,254IMPRESION,Right,1,511
24,25,Right,female,Representational,093REALISTA,Left,1,632
24,25,Right,female,Representational,303REALISTA,Right,1,478
24,25,Right,female,Abstract,404ABSTRACTO,Left,0,339
24,25,Right,female,Representational,308POSTIMPRES,Right,0,551
24,25,Right,female,Representational,046REALISTA,Right,0,285
24,25,Right,female,Abstract,084ABSTRACTO,Right,0,320
24,25,Right,female,Abstract,368ABSTRACTO,Left,0,253
24,25,Right,female,Abstract,359ABSTRACTO,Left,0,280
24,25,Right,female,Abstract,176ABSTRACTO,Left,0,238
24,25,Right,female,Representational,062REALISTA,Right,1,712
24,25,Right,female,Abstract,282ABSTRACTO,Right,0,364
24,25,Right,female,Abstract,365ABSTRACTO,Right,0,389
24,25,Right,female,Representational,345POSTIMPRES,Left,0,388
24,25,Right,female,Representational,274REALISTA,Right,0,280
24,25,Right,female,Representational,179IMPRESION,Right,0,386
24,25,Right,female,Abstract,293ABSTRACTO,Left,0,398
24,25,Right,female,Abstract,061ABSTRACTO,Right,0,326
24,25,Right,female,Representational,104POSTIMPRESjpg,Right,0,415
24,25,Right,female,Representational,069POSTIMPRES,Right,0,447
24,25,Right,female,Abstract,188ABSTRACTO,Left,0,578
24,25,Right,female,Representational,116REALISTA,Right,1,526
24,25,Right,female,Abstract,230ABSTRACTO,Right,0,402
24,25,Right,female,Representational,287REALISTA,Left,0,542
24,25,Right,female,Abstract,262ABSTRACTO,Right,0,338
24,25,Right,female,Representational,010REALISTA,Left,0,252
24,25,Right,female,Representational,396REALISTA,Right,0,325
24,25,Right,female,Abstract,342ABSTRACTO,Left,0,217
24,25,Right,female,Representational,165REALISTA,Right,1,426
24,25,Right,female,Representational,130IMPRESION,Right,0,276
24,25,Right,female,Abstract,212ABSTRACTO,Right,0,409
24,25,Right,female,Representational,071POSTIMPRES,Right,0,473
24,25,Right,female,Abstract,185ABSTRACTO,Left,0,1121
24,25,Right,female,Abstract,110ABSTRACTO,Left,0,339
24,25,Right,female,Abstract,132ABSTRACTO,Left,0,280
24,25,Right,female,Abstract,129ABSTRACTO,Right,0,332
24,25,Right,female,Abstract,365ABSTRACTO,Left,0,303
33,20,Right,female,Representational,205REALISTA,Left,0,669
33,20,Right,female,Representational,127IMPRESION,Left,1,348
33,20,Right,female,Abstract,351ABSTRACTO,Right,0,379
33,20,Right,female,Representational,332IMPRESION,Left,1,356
33,20,Right,female,Abstract,008ABSTRACTO,Left,0,440
33,20,Right,female,Representational,177REALISTA,Left,0,262
33,20,Right,female,Representational,101IMPRESION,Left,1,565
33,20,Right,female,Abstract,099ABSTRACTO,Left,0,384
33,20,Right,female,Abstract,368ABSTRACTO,Right,0,492
33,20,Right,female,Representational,396REALISTA,Left,1,690
33,20,Right,female,Abstract,084ABSTRACTO,Left,1,307
33,20,Right,female,Representational,046REALISTA,Right,1,324
33,20,Right,female,Abstract,212ABSTRACTO,Right,0,462
33,20,Right,female,Abstract,217ABSTRACTO,Left,0,313
33,20,Right,female,Abstract,362ABSTRACTO,Right,0,377
33,20,Right,female,Abstract,230ABSTRACTO,Right,0,317
33,20,Right,female,Abstract,188ABSTRACTO,Right,0,481
33,20,Right,female,Representational,219IMPRESION,Right,1,353
33,20,Right,female,Abstract,132ABSTRACTO,Right,0,434
33,20,Right,female,Abstract,217ABSTRACTO,Right,0,251
33,20,Right,female,Abstract,180ABSTRACTO,Right,0,388
33,20,Right,female,Abstract,067ABSTRACTO,Left,1,161
33,20,Right,female,Representational,069POSTIMPRES,Right,1,442
33,20,Right,female,Abstract,118ABSTRACTO,Right,1,418
33,20,Right,female,Representational,385POSTIMPRES,Right,0,98
33,20,Right,female,Representational,197POSTIMPRES,Left,1,223
33,20,Right,female,Representational,010REALISTA,Left,0,2708
33,20,Right,female,Abstract,110ABSTRACTO,Right,1,166
33,20,Right,female,Abstract,269ABSTRACTO,Right,0,487
33,20,Right,female,Abstract,036ABSTRACTO,Right,0,685
33,20,Right,female,Representational,241POSTIMPRES,Left,1,143
33,20,Right,female,Representational,226REALISTA,Left,0,749
33,20,Right,female,Representational,345POSTIMPRES,Right,0,231
33,20,Right,female,Representational,278POSTIMPRES,Right,0,136
33,20,Right,female,Abstract,359ABSTRACTO,Left,1,235
33,20,Right,female,Representational,385POSTIMPRES,Left,0,42
33,20,Right,female,Representational,287REALISTA,Right,1,177
33,20,Right,female,Abstract,364ABSTRACTO,Left,0,155
33,20,Right,female,Representational,402IMPRESION,Left,0,173
33,20,Right,female,Abstract,121ABSTRACTO,Left,1,104
33,20,Right,female,Representational,303REALISTA,Right,0,48
33,20,Right,female,Abstract,136ABSTRACTO,Left,0,284
33,20,Right,female,Abstract,169ABSTRACTO,Left,0,262
33,20,Right,female,Abstract,390ABSTRACTO,Right,1,204
33,20,Right,female,Abstract,363ABSTRACTO,Right,0,214
33,20,Right,female,Representational,287REALISTA,Left,1,190
33,20,Right,female,Representational,075IMPRESION,Left,1,330
33,20,Right,female,Abstract,404ABSTRACTO,Left,1,219
33,20,Right,female,Representational,315IMPRESION,Left,1,214
33,20,Right,female,Representational,071POSTIMPRES,Left,0,266
33,20,Right,female,Abstract,051ABSTRACTO,Left,0,452
33,20,Right,female,Representational,179IMPRESION,Left,0,194
33,20,Right,female,Abstract,365ABSTRACTO,Right,0,400
33,20,Right,female,Representational,266POSTIMPRES,Left,0,293
33,20,Right,female,Abstract,169ABSTRACTO,Right,0,409
33,20,Right,female,Representational,278POSTIMPRES,Left,0,190
33,20,Right,female,Representational,016POSTIMPRES,Right,0,278
33,20,Right,female,Abstract,212ABSTRACTO,Left,0,153
33,20,Right,female,Representational,396REALISTA,Right,1,252
33,20,Right,female,Abstract,044ABSTRACTO,Right,1,632
33,20,Right,female,Representational,030POSTIMPRES,Right,1,225
33,20,Right,female,Abstract,132ABSTRACTO,Left,1,211
33,20,Right,female,Abstract,236ABSTRACTO,Right,1,324
33,20,Right,female,Abstract,317ABSTRACTO,Left,0,90
33,20,Right,female,Abstract,099ABSTRACTO,Right,1,176
33,20,Right,female,Representational,127IMPRESION,Right,0,161
33,20,Right,female,Abstract,367ABSTRACTO,Left,0,142
33,20,Right,female,Representational,274REALISTA,Left,1,103
33,20,Right,female,Representational,308POSTIMPRES,Left,1,2771
33,20,Right,female,Representational,104POSTIMPRESjpg,Right,1,203
33,20,Right,female,Abstract,282ABSTRACTO,Right,0,386
33,20,Right,female,Representational,197POSTIMPRES,Right,0,228
33,20,Right,female,Abstract,061ABSTRACTO,Right,0,176
33,20,Right,female,Abstract,329ABSTRACTO,Left,0,276
33,20,Right,female,Abstract,263ABSTRACTO,Left,0,260
33,20,Right,female,Representational,017REALISTA,Right,1,467
33,20,Right,female,Representational,308POSTIMPRES,Right,1,281
33,20,Right,female,Abstract,270ABSTRACTO,Right,0,392
33,20,Right,female,Abstract,342ABSTRACTO,Left,1,120
33,20,Right,female,Representational,105REALISTA,Right,0,126
33,20,Right,female,Representational,104POSTIMPRESjpg,Left,1,287
33,20,Right,female,Representational,071POSTIMPRES,Right,1,124
33,20,Right,female,Representational,106REALISTA,Right,1,125
33,20,Right,female,Representational,350REALISTA,Left,1,144
33,20,Right,female,Representational,303REALISTA,Left,1,153
33,20,Right,female,Representational,254IMPRESION,Right,1,271
33,20,Right,female,Representational,030POSTIMPRES,Left,1,104
33,20,Right,female,Abstract,348ABSTRACTO,Right,1,1013
33,20,Right,female,Representational,106REALISTA,Left,1,269
33,20,Right,female,Abstract,180ABSTRACTO,Left,1,29
33,20,Right,female,Abstract,098ABSTRACTO,Right,0,121
33,20,Right,female,Abstract,089ABSTRACTO,Left,1,1207
33,20,Right,female,Abstract,365ABSTRACTO,Left,1,157
33,20,Right,female,Representational,161REALISTA,Right,1,93
33,20,Right,female,Abstract,118ABSTRACTO,Left,1,109
33,20,Right,female,Representational,116REALISTA,Right,0,83
33,20,Right,female,Abstract,185ABSTRACTO,Right,1,105
33,20,Right,female,Representational,020POSTIMPRES,Right,1,133
