part,age,key,sex,style,stim,hemifield,response,rt
18,23,Left,female,Abstract,061ABSTRACTO,Left,1,693
18,23,Left,female,Abstract,362ABSTRACTO,Left,1,230
18,23,Left,female,Representational,179IMPRESION,Left,1,181
18,23,Left,female,Abstract,359ABSTRACTO,Left,1,365
18,23,Left,female,Representational,274REALISTA,Right,1,271
18,23,Left,female,Representational,075IMPRESION,Left,0,106
18,23,Left,female,Representational,396REALISTA,Left,0,259
18,23,Left,female,Abstract,121ABSTRACTO,Left,0,208
18,23,Left,female,Representational,104POSTIMPRESjpg,Left,0,347
18,23,Left,female,Representational,093REALISTA,Left,1,269
18,23,Left,female,Abstract,262ABSTRACTO,Right,1,339
18,23,Left,female,Abstract,282ABSTRACTO,Left,1,1831
18,23,Left,female,Abstract,351ABSTRACTO,Left,1,1754
18,23,Left,female,Abstract,217ABSTRACTO,Left,1,612
18,23,Left,female,Representational,165REALISTA,Left,1,390
18,23,Left,female,Abstract,263ABSTRACTO,Left,1,335
18,23,Left,female,Abstract,269ABSTRACTO,Right,0,243
18,23,Left,female,Representational,274REALISTA,Left,0,543
18,23,Left,female,Abstract,044ABSTRACTO,Right,1,447
18,23,Left,female,Abstract,008ABSTRACTO,Right,1,382
18,23,Left,female,Representational,104POSTIMPRESjpg,Right,1,351
18,23,Left,female,Abstract,236ABSTRACTO,Right,1,363
18,23,Left,female,Representational,106REALISTA,Left,1,456
18,23,Left,female,Representational,385POSTIMPRES,Right,0,571
18,23,Left,female,Representational,105REALISTA,Left,0,527
18,23,Left,female,Representational,165REALISTA,Right,1,1049
18,23,Left,female,Abstract,051ABSTRACTO,Left,0,631
18,23,Left,female,Representational,254IMPRESION,Right,0,628
62,23,Left,male,Representational,046REALISTA,Right,1,1014
62,23,Left,male,Representational,016POSTIMPRES,Right,1,778
62,23,Left,male,Representational,020POSTIMPRES,Right,1,746
62,23,Left,male,Abstract,051ABSTRACTO,Right,0,614
62,23,Left,male,Abstract,368ABSTRACTO,Left,0,564
62,23,Left,male,Abstract,099ABSTRACTO,Left,1,1099
62,23,Left,male,Representational,179IMPRESION,Left,1,663
62,23,Left,male,Representational,177REALISTA,Left,1,549
62,23,Left,male,Representational,104POSTIMPRESjpg,Left,1,841
62,23,Left,male,Abstract,184ABSTRACTO,Right,1,566
62,23,Left,male,Representational,046REALISTA,Left,1,740
62,23,Left,male,Abstract,099ABSTRACTO,Right,0,1088
62,23,Left,male,Abstract,367ABSTRACTO,Left,0,536
62,23,Left,male,Representational,111REALISTA,Right,1,508
62,23,Left,male,Abstract,185ABSTRACTO,Right,1,486
62,23,Left,male,Abstract,129ABSTRACTO,Right,1,419
62,23,Left,male,Representational,303REALISTA,Right,1,632
62,23,Left,male,Representational,030POSTIMPRES,Left,1,581
62,23,Left,male,Abstract,359ABSTRACTO,Left,0,610
62,23,Left,male,Abstract,293ABSTRACTO,Left,0,625
62,23,Left,male,Representational,385POSTIMPRES,Left,1,712
62,23,Left,male,Representational,226REALISTA,Right,1,652
62,23,Left,male,Abstract,118ABSTRACTO,Left,0,753
62,23,Left,male,Representational,278POSTIMPRES,Right,1,852
62,23,Left,male,Abstract,362ABSTRACTO,Left,0,829
62,23,Left,male,Representational,104POSTIMPRESjpg,Right,1,824
62,23,Left,male,Representational,254IMPRESION,Right,1,979
62,23,Left,male,Abstract,270ABSTRACTO,Left,0,1067
62,23,Left,male,Abstract,214ABSTRACTO,Right,0,812
62,23,Left,male,Abstract,146ABSTRACTO,Right,0,442
62,23,Left,male,Representational,130IMPRESION,Left,1,628
62,23,Left,male,Representational,062REALISTA,Right,0,743
62,23,Left,male,Abstract,329ABSTRACTO,Left,1,578
62,23,Left,male,Representational,350REALISTA,Right,1,515
62,23,Left,male,Abstract,217ABSTRACTO,Left,0,495
62,23,Left,male,Representational,216POSTIMPRES,Right,0,327
62,23,Left,male,Abstract,098ABSTRACTO,Left,0,568
62,23,Left,male,Representational,075IMPRESION,Left,0,622
62,23,Left,male,Representational,043REALISTA,Right,1,573
62,23,Left,male,Representational,071POSTIMPRES,Right,1,715
62,23,Left,male,Representational,106REALISTA,Left,1,700
62,23,Left,male,Abstract,365ABSTRACTO,Right,0,646
62,23,Left,male,Abstract,322ABSTRACTO,Left,0,882
62,23,Left,male,Representational,315IMPRESION,Left,0,982
62,23,Left,male,Abstract,317ABSTRACTO,Right,1,5182
62,23,Left,male,Representational,161REALISTA,Left,1,614
62,23,Left,male,Representational,311REALISTA,Right,1,765
62,23,Left,male,Representational,303REALISTA,Left,1,879
62,23,Left,male,Abstract,180ABSTRACTO,Right,0,1463
62,23,Left,male,Abstract,214ABSTRACTO,Left,1,1562
62,23,Left,male,Representational,266POSTIMPRES,Right,1,586
62,23,Left,male,Representational,116REALISTA,Left,1,806
62,23,Left,male,Abstract,061ABSTRACTO,Left,0,637
62,23,Left,male,Abstract,365ABSTRACTO,Left,0,519
62,23,Left,male,Representational,159REALISTA,Left,0,374
62,23,Left,male,Abstract,293ABSTRACTO,Right,0,454
62,23,Left,male,Representational,062REALISTA,Left,0,439
62,23,Left,male,Abstract,212ABSTRACTO,Right,0,651
62,23,Left,male,Representational,205REALISTA,Left,1,502
62,23,Left,male,Abstract,230ABSTRACTO,Left,0,712
62,23,Left,male,Representational,165REALISTA,Left,1,547
62,23,Left,male,Abstract,217ABSTRACTO,Right,0,587
62,23,Left,male,Abstract,236ABSTRACTO,Right,1,572
62,23,Left,male,Representational,396REALISTA,Left,1,514
62,23,Left,male,Representational,280REALISTA,Left,0,88
62,23,Left,male,Abstract,051ABSTRACTO,Left,1,184
62,23,Left,male,Abstract,044ABSTRACTO,Right,1,862
62,23,Left,male,Representational,373POSTIMPRES,Right,1,504
62,23,Left,male,Representational,254IMPRESION,Left,0,460
62,23,Left,male,Abstract,390ABSTRACTO,Right,0,842
62,23,Left,male,Representational,332IMPRESION,Right,1,697
62,23,Left,male,Abstract,185ABSTRACTO,Left,0,558
62,23,Left,male,Representational,402IMPRESION,Right,1,826
62,23,Left,male,Abstract,342ABSTRACTO,Right,0,598
62,23,Left,male,Representational,389POSTIMPRES,Left,0,1326
62,23,Left,male,Abstract,236ABSTRACTO,Left,1,704
62,23,Left,male,Representational,101IMPRESION,Left,1,643
62,23,Left,male,Abstract,176ABSTRACTO,Right,0,561
62,23,Left,male,Abstract,136ABSTRACTO,Right,0,459
62,23,Left,male,Representational,287REALISTA,Left,0,816
62,23,Left,male,Abstract,188ABSTRACTO,Left,0,279
62,23,Left,male,Representational,266POSTIMPRES,Left,0,287
62,23,Left,male,Representational,219IMPRESION,Left,1,551
62,23,Left,male,Abstract,036ABSTRACTO,Left,0,1035
62,23,Left,male,Representational,016POSTIMPRES,Left,0,649
62,23,Left,male,Abstract,136ABSTRACTO,Left,0,101
62,23,Left,male,Representational,069POSTIMPRES,Right,0,89
62,23,Left,male,Representational,332IMPRESION,Left,1,725
62,23,Left,male,Representational,017REALISTA,Right,0,1025
62,23,Left,male,Representational,159REALISTA,Right,0,1020
62,23,Left,male,Representational,105REALISTA,Left,1,798
62,23,Left,male,Representational,241POSTIMPRES,Left,1,776
62,23,Left,male,Abstract,282ABSTRACTO,Left,1,1401
62,23,Left,male,Representational,173REALISTA,Right,1,910
62,23,Left,male,Abstract,188ABSTRACTO,Right,0,1044
62,23,Left,male,Representational,345POSTIMPRES,Left,0,527
62,23,Left,male,Abstract,121ABSTRACTO,Left,0,809
62,23,Left,male,Abstract,368ABSTRACTO,Right,0,791
62,23,Left,male,Abstract,036ABSTRACTO,Right,0,416
62,23,Left,male,Representational,010REALISTA,Right,0,300
62,23,Left,male,Representational,241POSTIMPRES,Right,0,207
62,23,Left,male,Representational,315IMPRESION,Right,0,707
62,23,Left,male,Abstract,151ABSTRACTO,Right,0,447
62,23,Left,male,Abstract,269ABSTRACTO,Right,0,495
62,23,Left,male,Abstract,110ABSTRACTO,Right,0,701
62,23,Left,male,Representational,177REALISTA,Right,0,635
62,23,Left,male,Abstract,180ABSTRACTO,Left,0,535
62,23,Left,male,Abstract,263ABSTRACTO,Right,0,430
62,23,Left,male,Representational,020POSTIMPRES,Left,1,667
62,23,Left,male,Abstract,008ABSTRACTO,Left,0,400
62,23,Left,male,Representational,127IMPRESION,Right,1,477
62,23,Left,male,Representational,106REALISTA,Right,0,1193
62,23,Left,male,Representational,216POSTIMPRES,Left,1,781
62,23,Left,male,Abstract,351ABSTRACTO,Left,1,1867
62,23,Left,male,Abstract,348ABSTRACTO,Right,0,579
62,23,Left,male,Representational,373POSTIMPRES,Left,1,594
62,23,Left,male,Representational,274REALISTA,Right,0,542
62,23,Left,male,Abstract,343ABSTRACTO,Left,0,334
62,23,Left,male,Abstract,089ABSTRACTO,Right,0,819
62,23,Left,male,Representational,069POSTIMPRES,Left,1,1105
62,23,Left,male,Representational,179IMPRESION,Right,0,493
62,23,Left,male,Abstract,146ABSTRACTO,Left,0,610
62,23,Left,male,Abstract,363ABSTRACTO,Right,0,542
62,23,Left,male,Abstract,329ABSTRACTO,Right,0,460
62,23,Left,male,Abstract,269ABSTRACTO,Left,0,1384
62,23,Left,male,Representational,093REALISTA,Left,1,691
62,23,Left,male,Abstract,230ABSTRACTO,Right,0,540
62,23,Left,male,Representational,030POSTIMPRES,Right,1,772
62,23,Left,male,Abstract,132ABSTRACTO,Right,0,1283
62,23,Left,male,Representational,197POSTIMPRES,Left,0,568
62,23,Left,male,Abstract,044ABSTRACTO,Left,0,748
62,23,Left,male,Representational,308POSTIMPRES,Left,1,1035
62,23,Left,male,Representational,130IMPRESION,Right,1,721
62,23,Left,male,Representational,161REALISTA,Right,0,576
62,23,Left,male,Abstract,089ABSTRACTO,Left,0,203
62,23,Left,male,Abstract,184ABSTRACTO,Left,0,134
62,23,Left,male,Abstract,351ABSTRACTO,Right,0,388
62,23,Left,male,Abstract,359ABSTRACTO,Right,0,3170
62,23,Left,male,Representational,280REALISTA,Right,0,602
62,23,Left,male,Representational,071POSTIMPRES,Left,0,474
62,23,Left,male,Abstract,132ABSTRACTO,Left,0,441
62,23,Left,male,Abstract,263ABSTRACTO,Left,0,237
62,23,Left,male,Abstract,262ABSTRACTO,Left,0,165
62,23,Left,male,Representational,076REALISTA,Left,0,85
62,23,Left,male,Abstract,404ABSTRACTO,Right,0,779
62,23,Left,male,Abstract,212ABSTRACTO,Left,0,490
62,23,Left,male,Abstract,367ABSTRACTO,Right,0,592
62,23,Left,male,Representational,274REALISTA,Left,0,523
62,23,Left,male,Representational,111REALISTA,Left,1,616
62,23,Left,male,Representational,173REALISTA,Left,1,435
62,23,Left,male,Abstract,169ABSTRACTO,Right,0,609
62,23,Left,male,Abstract,084ABSTRACTO,Right,0,390
62,23,Left,male,Representational,389POSTIMPRES,Right,0,346
62,23,Left,male,Representational,197POSTIMPRES,Right,0,324
62,23,Left,male,Abstract,061ABSTRACTO,Right,0,155
62,23,Left,male,Abstract,404ABSTRACTO,Left,0,455
62,23,Left,male,Abstract,343ABSTRACTO,Right,1,314
62,23,Left,male,Representational,226REALISTA,Left,1,963
62,23,Left,male,Representational,043REALISTA,Left,0,647
62,23,Left,male,Abstract,348ABSTRACTO,Left,0,410
62,23,Left,male,Representational,116REALISTA,Right,0,671
62,23,Left,male,Representational,127IMPRESION,Left,1,598
62,23,Left,male,Abstract,363ABSTRACTO,Left,0,454
62,23,Left,male,Abstract,117ABSTRACTO,Left,0,407
62,23,Left,male,Abstract,118ABSTRACTO,Right,1,951
62,23,Left,male,Abstract,282ABSTRACTO,Right,1,1522
62,23,Left,male,Representational,278POSTIMPRES,Left,1,645
62,23,Left,male,Abstract,067ABSTRACTO,Right,0,1012
62,23,Left,male,Representational,165REALISTA,Right,1,623
62,23,Left,male,Representational,402IMPRESION,Left,1,817
62,23,Left,male,Abstract,364ABSTRACTO,Right,0,703
62,23,Left,male,Representational,079POSTIMPRES,Right,0,103
62,23,Left,male,Representational,093REALISTA,Right,1,426
62,23,Left,male,Abstract,390ABSTRACTO,Left,0,579
62,23,Left,male,Representational,287REALISTA,Right,0,660
62,23,Left,male,Abstract,067ABSTRACTO,Left,0,450
62,23,Left,male,Abstract,176ABSTRACTO,Left,0,342
62,23,Left,male,Abstract,084ABSTRACTO,Left,0,133
62,23,Left,male,Representational,311REALISTA,Left,0,100
62,23,Left,male,Abstract,364ABSTRACTO,Left,0,351
62,23,Left,male,Representational,076REALISTA,Right,1,383
62,23,Left,male,Representational,105REALISTA,Right,0,488
62,23,Left,male,Representational,205REALISTA,Right,0,4416
62,23,Left,male,Abstract,098ABSTRACTO,Right,0,734
62,23,Left,male,Representational,079POSTIMPRES,Left,0,1077
62,23,Left,male,Abstract,362ABSTRACTO,Right,0,691
62,23,Left,male,Abstract,270ABSTRACTO,Right,0,468
62,23,Left,male,Abstract,110ABSTRACTO,Left,1,671
62,23,Left,male,Abstract,342ABSTRACTO,Left,0,876
62,23,Left,male,Abstract,129ABSTRACTO,Left,0,680
62,23,Left,male,Abstract,008ABSTRACTO,Right,0,791
62,23,Left,male,Abstract,317ABSTRACTO,Left,0,1336
62,23,Left,male,Representational,350REALISTA,Left,1,765
62,23,Left,male,Abstract,322ABSTRACTO,Right,0,1743
62,23,Left,male,Representational,385POSTIMPRES,Right,1,593
62,23,Left,male,Abstract,117ABSTRACTO,Right,0,696
62,23,Left,male,Representational,017REALISTA,Left,0,815
62,23,Left,male,Representational,345POSTIMPRES,Right,0,792
62,23,Left,male,Representational,010REALISTA,Left,0,1165
62,23,Left,male,Abstract,169ABSTRACTO,Left,1,1007
62,23,Left,male,Representational,101IMPRESION,Right,1,2037
62,23,Left,male,Representational,396REALISTA,Right,1,793
62,23,Left,male,Abstract,262ABSTRACTO,Right,1,743
62,23,Left,male,Representational,075IMPRESION,Right,1,582
62,23,Left,male,Abstract,151ABSTRACTO,Left,0,905
62,23,Left,male,Abstract,121ABSTRACTO,Right,0,985
62,23,Left,male,Representational,308POSTIMPRES,Right,1,732
62,23,Left,male,Representational,219IMPRESION,Right,1,608
63,22,Left,female,Representational,105REALISTA,Right,1,451
63,22,Left,female,Abstract,365ABSTRACTO,Left,1,641
63,22,Left,female,Representational,030POSTIMPRES,Left,1,400
63,22,Left,female,Representational,043REALISTA,Left,0,946
63,22,Left,female,Abstract,118ABSTRACTO,Right,0,589
63,22,Left,female,Representational,274REALISTA,Right,0,607
63,22,Left,female,Representational,287REALISTA,Left,1,593
63,22,Left,female,Abstract,293ABSTRACTO,Left,0,1397
63,22,Left,female,Abstract,282ABSTRACTO,Left,0,753
63,22,Left,female,Representational,076REALISTA,Right,1,622
63,22,Left,female,Representational,017REALISTA,Left,1,883
63,22,Left,female,Abstract,342ABSTRACTO,Right,0,581
63,22,Left,female,Representational,046REALISTA,Left,1,713
63,22,Left,female,Representational,093REALISTA,Left,1,575
63,22,Left,female,Abstract,293ABSTRACTO,Right,0,687
63,22,Left,female,Representational,332IMPRESION,Right,1,496
63,22,Left,female,Representational,311REALISTA,Left,0,733
63,22,Left,female,Abstract,214ABSTRACTO,Right,1,627
63,22,Left,female,Abstract,169ABSTRACTO,Left,1,854
63,22,Left,female,Abstract,110ABSTRACTO,Right,1,443
63,22,Left,female,Representational,130IMPRESION,Right,1,448
63,22,Left,female,Representational,278POSTIMPRES,Left,0,667
63,22,Left,female,Representational,205REALISTA,Right,1,484
63,22,Left,female,Representational,069POSTIMPRES,Left,0,737
63,22,Left,female,Representational,111REALISTA,Right,1,437
63,22,Left,female,Abstract,185ABSTRACTO,Left,1,871
63,22,Left,female,Representational,287REALISTA,Right,1,420
63,22,Left,female,Abstract,151ABSTRACTO,Left,0,668
63,22,Left,female,Abstract,390ABSTRACTO,Right,1,463
63,22,Left,female,Abstract,146ABSTRACTO,Right,1,475
63,22,Left,female,Representational,062REALISTA,Right,1,594
63,22,Left,female,Representational,020POSTIMPRES,Left,0,556
63,22,Left,female,Abstract,067ABSTRACTO,Right,1,464
63,22,Left,female,Representational,177REALISTA,Right,0,753
63,22,Left,female,Abstract,051ABSTRACTO,Right,0,632
63,22,Left,female,Representational,173REALISTA,Left,1,442
63,22,Left,female,Abstract,262ABSTRACTO,Left,0,516
63,22,Left,female,Abstract,351ABSTRACTO,Right,0,689
63,22,Left,female,Representational,106REALISTA,Right,1,716
63,22,Left,female,Representational,069POSTIMPRES,Right,0,630
63,22,Left,female,Representational,332IMPRESION,Left,1,665
63,22,Left,female,Representational,116REALISTA,Left,1,425
63,22,Left,female,Abstract,169ABSTRACTO,Right,1,448
63,22,Left,female,Representational,241POSTIMPRES,Left,0,565
63,22,Left,female,Abstract,212ABSTRACTO,Left,0,711
63,22,Left,female,Representational,373POSTIMPRES,Right,1,424
63,22,Left,female,Representational,161REALISTA,Left,0,522
63,22,Left,female,Abstract,236ABSTRACTO,Left,0,397
63,22,Left,female,Representational,071POSTIMPRES,Left,0,589
63,22,Left,female,Abstract,184ABSTRACTO,Left,1,446
63,22,Left,female,Representational,101IMPRESION,Right,1,433
63,22,Left,female,Representational,350REALISTA,Left,1,565
63,22,Left,female,Abstract,367ABSTRACTO,Left,1,436
63,22,Left,female,Representational,315IMPRESION,Left,1,473
63,22,Left,female,Representational,093REALISTA,Right,1,535
63,22,Left,female,Representational,079POSTIMPRES,Right,0,560
63,22,Left,female,Abstract,230ABSTRACTO,Right,1,636
63,22,Left,female,Representational,345POSTIMPRES,Left,1,648
63,22,Left,female,Representational,303REALISTA,Right,1,600
63,22,Left,female,Representational,216POSTIMPRES,Left,0,868
63,22,Left,female,Abstract,404ABSTRACTO,Right,0,460
63,22,Left,female,Representational,385POSTIMPRES,Right,0,401
63,22,Left,female,Abstract,151ABSTRACTO,Right,0,439
63,22,Left,female,Representational,104POSTIMPRESjpg,Right,1,820
63,22,Left,female,Representational,280REALISTA,Right,1,439
63,22,Left,female,Abstract,269ABSTRACTO,Left,0,537
63,22,Left,female,Representational,106REALISTA,Left,1,570
63,22,Left,female,Abstract,317ABSTRACTO,Left,0,408
63,22,Left,female,Abstract,230ABSTRACTO,Left,0,681
63,22,Left,female,Abstract,322ABSTRACTO,Left,0,369
63,22,Left,female,Abstract,188ABSTRACTO,Right,0,603
63,22,Left,female,Abstract,263ABSTRACTO,Right,0,463
63,22,Left,female,Representational,396REALISTA,Left,0,379
63,22,Left,female,Representational,165REALISTA,Right,1,613
63,22,Left,female,Representational,278POSTIMPRES,Right,1,563
63,22,Left,female,Abstract,176ABSTRACTO,Left,1,769
63,22,Left,female,Abstract,061ABSTRACTO,Right,1,547
63,22,Left,female,Representational,389POSTIMPRES,Left,0,449
63,22,Left,female,Representational,127IMPRESION,Right,1,536
63,22,Left,female,Representational,226REALISTA,Left,1,487
63,22,Left,female,Representational,241POSTIMPRES,Right,0,460
63,22,Left,female,Representational,043REALISTA,Right,0,2264
63,22,Left,female,Representational,010REALISTA,Right,0,516
63,22,Left,female,Abstract,269ABSTRACTO,Right,0,380
63,22,Left,female,Representational,308POSTIMPRES,Left,0,383
63,22,Left,female,Abstract,117ABSTRACTO,Left,0,337
63,22,Left,female,Abstract,348ABSTRACTO,Left,0,384
63,22,Left,female,Representational,020POSTIMPRES,Right,0,422
63,22,Left,female,Representational,116REALISTA,Right,1,573
63,22,Left,female,Abstract,217ABSTRACTO,Left,0,671
63,22,Left,female,Abstract,129ABSTRACTO,Left,1,580
63,22,Left,female,Abstract,180ABSTRACTO,Left,1,617
63,22,Left,female,Abstract,036ABSTRACTO,Right,1,518
63,22,Left,female,Representational,373POSTIMPRES,Left,0,693
63,22,Left,female,Abstract,121ABSTRACTO,Right,1,561
63,22,Left,female,Representational,205REALISTA,Left,1,502
63,22,Left,female,Abstract,098ABSTRACTO,Right,0,667
63,22,Left,female,Representational,177REALISTA,Left,0,477
63,22,Left,female,Representational,303REALISTA,Left,0,816
63,22,Left,female,Abstract,084ABSTRACTO,Left,1,454
63,22,Left,female,Representational,076REALISTA,Left,1,574
63,22,Left,female,Abstract,110ABSTRACTO,Left,0,575
63,22,Left,female,Abstract,188ABSTRACTO,Left,1,711
63,22,Left,female,Representational,016POSTIMPRES,Left,0,501
63,22,Left,female,Abstract,329ABSTRACTO,Right,0,389
63,22,Left,female,Abstract,132ABSTRACTO,Left,0,424
63,22,Left,female,Abstract,118ABSTRACTO,Left,0,555
63,22,Left,female,Abstract,367ABSTRACTO,Right,1,461
63,22,Left,female,Representational,350REALISTA,Right,1,439
63,22,Left,female,Abstract,217ABSTRACTO,Right,1,451
63,22,Left,female,Abstract,359ABSTRACTO,Right,1,428
63,22,Left,female,Abstract,363ABSTRACTO,Right,0,408
63,22,Left,female,Representational,197POSTIMPRES,Right,0,395
63,22,Left,female,Representational,104POSTIMPRESjpg,Left,0,484
63,22,Left,female,Representational,226REALISTA,Right,0,501
63,22,Left,female,Representational,161REALISTA,Right,0,529
63,22,Left,female,Abstract,343ABSTRACTO,Right,0,478
63,22,Left,female,Representational,159REALISTA,Right,0,556
63,22,Left,female,Abstract,176ABSTRACTO,Right,0,543
63,22,Left,female,Representational,266POSTIMPRES,Left,0,463
63,22,Left,female,Abstract,089ABSTRACTO,Left,0,342
63,22,Left,female,Abstract,359ABSTRACTO,Left,0,424
63,22,Left,female,Representational,173REALISTA,Right,0,443
63,22,Left,female,Representational,216POSTIMPRES,Right,0,544
63,22,Left,female,Representational,030POSTIMPRES,Right,0,360
63,22,Left,female,Abstract,329ABSTRACTO,Left,0,820
63,22,Left,female,Representational,179IMPRESION,Right,0,612
63,22,Left,female,Representational,402IMPRESION,Left,1,460
63,22,Left,female,Abstract,099ABSTRACTO,Left,0,507
63,22,Left,female,Representational,111REALISTA,Left,0,462
63,22,Left,female,Representational,274REALISTA,Left,0,452
63,22,Left,female,Abstract,365ABSTRACTO,Right,0,522
63,22,Left,female,Abstract,212ABSTRACTO,Right,0,501
63,22,Left,female,Abstract,036ABSTRACTO,Left,0,355
63,22,Left,female,Abstract,214ABSTRACTO,Left,0,352
63,22,Left,female,Abstract,368ABSTRACTO,Left,1,688
63,22,Left,female,Abstract,362ABSTRACTO,Right,0,629
63,22,Left,female,Abstract,270ABSTRACTO,Right,0,517
63,22,Left,female,Abstract,343ABSTRACTO,Left,0,759
63,22,Left,female,Representational,254IMPRESION,Left,0,628
63,22,Left,female,Abstract,129ABSTRACTO,Right,1,471
63,22,Left,female,Representational,345POSTIMPRES,Right,0,441
63,22,Left,female,Representational,165REALISTA,Left,0,784
63,22,Left,female,Abstract,364ABSTRACTO,Left,0,486
63,22,Left,female,Representational,311REALISTA,Right,0,530
63,22,Left,female,Representational,105REALISTA,Left,0,439
63,22,Left,female,Abstract,061ABSTRACTO,Left,0,373
63,22,Left,female,Representational,219IMPRESION,Left,0,349
63,22,Left,female,Representational,389POSTIMPRES,Right,0,509
63,22,Left,female,Abstract,351ABSTRACTO,Left,0,488
63,22,Left,female,Abstract,044ABSTRACTO,Left,1,556
63,22,Left,female,Abstract,263ABSTRACTO,Left,1,510
63,22,Left,female,Representational,254IMPRESION,Right,0,516
63,22,Left,female,Representational,280REALISTA,Left,1,484
63,22,Left,female,Representational,075IMPRESION,Left,0,412
63,22,Left,female,Abstract,185ABSTRACTO,Right,0,452
63,22,Left,female,Representational,071POSTIMPRES,Right,0,401
63,22,Left,female,Representational,046REALISTA,Right,0,508
63,22,Left,female,Abstract,099ABSTRACTO,Right,0,354
63,22,Left,female,Abstract,136ABSTRACTO,Right,0,397
63,22,Left,female,Abstract,117ABSTRACTO,Right,1,665
63,22,Left,female,Abstract,342ABSTRACTO,Left,0,384
63,22,Left,female,Abstract,363ABSTRACTO,Left,0,417
63,22,Left,female,Abstract,089ABSTRACTO,Right,0,374
63,22,Left,female,Abstract,236ABSTRACTO,Right,0,780
63,22,Left,female,Representational,017REALISTA,Right,0,513
63,22,Left,female,Abstract,184ABSTRACTO,Right,0,449
63,22,Left,female,Abstract,390ABSTRACTO,Left,0,419
63,22,Left,female,Abstract,317ABSTRACTO,Right,1,428
63,22,Left,female,Abstract,067ABSTRACTO,Left,1,408
63,22,Left,female,Abstract,348ABSTRACTO,Right,1,429
63,22,Left,female,Representational,130IMPRESION,Left,0,401
63,22,Left,female,Representational,315IMPRESION,Right,1,444
63,22,Left,female,Representational,016POSTIMPRES,Right,0,370
63,22,Left,female,Abstract,008ABSTRACTO,Right,0,627
63,22,Left,female,Abstract,044ABSTRACTO,Right,0,438
63,22,Left,female,Representational,010REALISTA,Left,0,507
63,22,Left,female,Abstract,270ABSTRACTO,Left,0,430
63,22,Left,female,Abstract,362ABSTRACTO,Left,0,460
63,22,Left,female,Representational,402IMPRESION,Right,1,524
63,22,Left,female,Representational,179IMPRESION,Left,0,537
63,22,Left,female,Abstract,404ABSTRACTO,Left,0,399
63,22,Left,female,Abstract,051ABSTRACTO,Left,0,414
63,22,Left,female,Abstract,132ABSTRACTO,Right,0,428
63,22,Left,female,Abstract,008ABSTRACTO,Left,0,640
63,22,Left,female,Representational,266POSTIMPRES,Right,0,382
63,22,Left,female,Representational,127IMPRESION,Left,1,569
63,22,Left,female,Abstract,368ABSTRACTO,Right,0,547
63,22,Left,female,Abstract,322ABSTRACTO,Right,0,443
63,22,Left,female,Abstract,262ABSTRACTO,Right,0,392
63,22,Left,female,Abstract,098ABSTRACTO,Left,0,437
63,22,Left,female,Representational,219IMPRESION,Right,0,514
63,22,Left,female,Abstract,084ABSTRACTO,Right,1,441
63,22,Left,female,Abstract,282ABSTRACTO,Right,0,478
63,22,Left,female,Representational,062REALISTA,Left,0,358
63,22,Left,female,Abstract,364ABSTRACTO,Right,0,364
63,22,Left,female,Representational,385POSTIMPRES,Left,0,381
63,22,Left,female,Representational,308POSTIMPRES,Right,0,353
63,22,Left,female,Abstract,136ABSTRACTO,Left,0,307
63,22,Left,female,Representational,159REALISTA,Left,0,337
63,22,Left,female,Abstract,180ABSTRACTO,Right,0,372
63,22,Left,female,Representational,079POSTIMPRES,Left,0,371
63,22,Left,female,Representational,197POSTIMPRES,Left,0,288
63,22,Left,female,Abstract,146ABSTRACTO,Left,0,525
63,22,Left,female,Representational,396REALISTA,Right,0,546
63,22,Left,female,Abstract,121ABSTRACTO,Left,1,489
63,22,Left,female,Representational,101IMPRESION,Left,1,419
63,22,Left,female,Representational,075IMPRESION,Right,1,425
80,22,Left,female,Representational,311REALISTA,Right,1,747
80,22,Left,female,Abstract,217ABSTRACTO,Right,0,883
80,22,Left,female,Abstract,230ABSTRACTO,Right,1,940
80,22,Left,female,Representational,161REALISTA,Right,0,722
80,22,Left,female,Representational,111REALISTA,Left,1,553
80,22,Left,female,Representational,075IMPRESION,Left,0,690
80,22,Left,female,Abstract,176ABSTRACTO,Left,1,516
80,22,Left,female,Representational,062REALISTA,Right,1,551
80,22,Left,female,Abstract,348ABSTRACTO,Right,0,577
80,22,Left,female,Representational,345POSTIMPRES,Right,1,488
80,22,Left,female,Representational,287REALISTA,Left,0,676
80,22,Left,female,Abstract,263ABSTRACTO,Left,0,578
80,22,Left,female,Abstract,067ABSTRACTO,Right,0,652
80,22,Left,female,Abstract,132ABSTRACTO,Left,1,465
80,22,Left,female,Abstract,061ABSTRACTO,Left,1,562
80,22,Left,female,Abstract,184ABSTRACTO,Left,0,632
80,22,Left,female,Abstract,282ABSTRACTO,Left,0,2002
80,22,Left,female,Abstract,343ABSTRACTO,Left,1,1282
80,22,Left,female,Representational,241POSTIMPRES,Left,0,511
80,22,Left,female,Representational,266POSTIMPRES,Right,1,555
80,22,Left,female,Representational,350REALISTA,Left,1,853
80,22,Left,female,Abstract,236ABSTRACTO,Right,0,603
80,22,Left,female,Representational,010REALISTA,Right,1,486
80,22,Left,female,Abstract,121ABSTRACTO,Right,1,649
80,22,Left,female,Representational,385POSTIMPRES,Left,0,2236
80,22,Left,female,Abstract,368ABSTRACTO,Right,0,773
